"GEO_NAME","bg_id"
"Minneapolis","270530001021"
"Minneapolis","270530001023"
"Minneapolis","270530001024"
"Minneapolis","270530003002"
"Minneapolis","270530006031"
"Minneapolis","270530011001"
"Minneapolis","270530011002"
"Minneapolis","270530017001"
"Minneapolis","270530017002"
"Minneapolis","270530024001"
"Minneapolis","270530027001"
"Minneapolis","270530032002"
"Minneapolis","270530033001"
"Minneapolis","270530059011"
"Burnsville","270370607472"
"Farmington","270370609071"
"Apple Valley","270370608281"
"Rosemount","270370610081"
"Mendota Heights","270370606062"
"Mendota Heights","270370606032"
"South St. Paul","270370602011"
"West St. Paul","270370601053"
"South St. Paul","270370604011"
"Inver Grove Heights","270370605022"
"Inver Grove Heights","270370605031"
"Inver Grove Heights","270370605092"
"Inver Grove Heights","270370605081"
"Inver Grove Heights","270370605071"
"Apple Valley","270370608062"
"West St. Paul","270370601032"
"West St. Paul","270370601043"
"Inver Grove Heights","270370605072"
"Apple Valley","270370608112"
"Apple Valley","270370608113"
"Burnsville","270370607421"
"Burnsville","270370607481"
"Rosemount","270370610092"
"Rosemount","270370610082"
"St. Paul","271230358002"
"St. Paul","271230366002"
"Eagan","270370607491"
"Inver Grove Heights","270370605091"
"Hastings","270370611062"
"Eagan","270370607441"
"Inver Grove Heights","270370605033"
"Apple Valley","270370608123"
"Inver Grove Heights","270370605082"
"Eagan","270370607353"
"Eagan","270370607322"
"South St. Paul","270370602023"
"South St. Paul","270370603021"
"Eagan","270370607312"
"Burnsville","270370607391"
"Apple Valley","270370608052"
"Eagan","270370607351"
"Inver Grove Heights","270370605084"
"Apple Valley","270370608061"
"Eagan","270370607503"
"Eagan","270370607251"
"Eagan","270370607291"
"Eagan","270370607162"
"Apple Valley","270370608111"
"South St. Paul","270370603023"
"Apple Valley","270370608242"
"South St. Paul","270370603022"
"Hastings","270370611022"
"Eagan","270370607172"
"Eagan","270370607431"
"Inver Grove Heights","270370605062"
"Inver Grove Heights","270370605083"
"Robbinsdale","270530212005"
"Prior Lake","271390809052"
"New Prague","271390812002"
"St. Paul","271230307041"
"Falcon Heights","271230419001"
"Shoreview","271230407061"
"St. Paul","271230324002"
"Shoreview","271230407043"
"St. Paul","271230345002"
"St. Paul","271230352002"
"St. Paul","271230375006"
"Shoreview","271230407071"
"Maplewood","271230424023"
"White Bear Lake","271230403011"
"White Bear Twp.","271230403011"
"St. Paul","271230371004"
"St. Paul","271230306023"
"St. Paul","271230350001"
"New Brighton","271230411052"
"St. Paul","271230317022"
"St. Paul","271230310003"
"Carver","270190911001"
"Young America Twp.","270190912011"
"Norwood Young America","270190912011"
"Waconia Twp.","270190903021"
"Waconia","270190903021"
"Hollywood Twp.","270190902002"
"Camden Twp.","270190902001"
"St. Paul","271230353001"
"St. Paul","271230338001"
"St. Paul","271230339001"
"St. Paul","271230307031"
"Victoria","270190904011"
"Victoria","270190904021"
"Laketown Twp.","270190904021"
"Victoria","270190904022"
"Chanhassen","270190905011"
"Chanhassen","270190905021"
"Chanhassen","270190905031"
"Chanhassen","270190905032"
"Young America Twp.","270190912012"
"Norwood Young America","270190912012"
"Benton Twp.","270190912022"
"Cologne","270190912022"
"Minneapolis","270530118005"
"Mound","270530276023"
"Minneapolis","270531101002"
"Crystal","270530209022"
"St. Louis Park","270530229022"
"Minneapolis","270530120016"
"Edina","270530240042"
"Bloomington","270530258051"
"Brooklyn Park","270530268072"
"St. Louis Park","270530221021"
"Minneapolis","270531108003"
"Minneapolis","270531012002"
"Edina","270530238023"
"Minneapolis","270530106002"
"Minneapolis","270531067003"
"Minneapolis","270531039002"
"Bloomington","270530258021"
"Bloomington","270530252052"
"Osseo","270530267022"
"Crystal","270530209031"
"Golden Valley","270530216023"
"St. Louis Park","270530223021"
"Minneapolis","270531013002"
"Minneapolis","270531108004"
"Champlin","270530269031"
"Minneapolis","270530085001"
"Minneapolis","270530081003"
"Minneapolis","270530068001"
"Minneapolis","270531069002"
"St. Louis Park","270531226001"
"Minneapolis","270531057002"
"Minneapolis","270530110002"
"Minneapolis","270530006012"
"Minneapolis","270531060003"
"Minneapolis","270530083001"
"Minneapolis","270531093001"
"Richfield","270530245001"
"Brooklyn Center","270530205003"
"Brooklyn Park","270530268074"
"Minneapolis","270531102003"
"St. Louis Park","270531225003"
"Minneapolis","270531004001"
"Minneapolis","270530096002"
"Minneapolis","270531028003"
"St. Louis Park","270530223022"
"Minneapolis","270531069001"
"Minneapolis","270530120034"
"Bloomington","270530256031"
"Deephaven","270530274001"
"Woodland","270530274001"
"Crystal","270530209032"
"New Hope","270530215034"
"Richfield","270530249031"
"Minneapolis","270531089002"
"Minneapolis","270531258002"
"Minneapolis","270531258003"
"Bloomington","270530254011"
"Brooklyn Park","270530268183"
"Crystal","270530208042"
"Eden Prairie","270530260051"
"Minneapolis","270530121021"
"Minneapolis","270531004002"
"Richfield","270530248023"
"Minneapolis","270530084002"
"St. Louis Park","270530221011"
"Minneapolis","270531007003"
"Minneapolis","270531018003"
"Minneapolis","270530085002"
"Minneapolis","270530081002"
"Minneapolis","270530107001"
"Crystal","270530208011"
"Minnetonka","270530262021"
"Richfield","270530243003"
"Minneapolis","270531256001"
"St. Louis Park","270530229021"
"St. Louis Park","270530220002"
"Minneapolis","270531007001"
"Minneapolis","270531008003"
"Shorewood","270530275013"
"Tonka Bay","270530275013"
"Minneapolis","270531020002"
"Edina","270530240043"
"Minneapolis","270530118003"
"New Hope","270530215054"
"Minneapolis","270531055002"
"Minneapolis","270530082004"
"Bloomington","270530259062"
"Bloomington","270530254033"
"Minneapolis","270531087002"
"Minneapolis","270531099001"
"Brooklyn Park","270530268076"
"Minneapolis","270530022002"
"Minneapolis","270531037003"
"Minneapolis","270531113004"
"Minneapolis","270531099003"
"Minneapolis","270531260002"
"Minneapolis","270531260004"
"Minnetonka","270530264032"
"Bloomington","270530253021"
"Minnetonka","270530261013"
"Osseo","270530267021"
"Hopkins","270530233004"
"Edina","270530238012"
"Minneapolis","270531016002"
"Edina","270530239032"
"Bloomington","270530254012"
"Minneapolis","270531098002"
"Richfield","270530246001"
"Afton","271630711021"
"Crystal","270530215041"
"New Hope","270530215041"
"White Bear Twp.","271230405033"
"St. Paul","271230302023"
"St. Paul","271230346024"
"Mounds View","271230409023"
"St. Paul","271230376041"
"St. Paul","271230317024"
"St. Paul","271230318015"
"Maplewood","271230404025"
"White Bear Lake","271230404025"
"Maplewood","271230424013"
"Maplewood","271230424014"
"White Bear Lake","271230404023"
"Shoreview","271230407053"
"Vadnais Heights","271230406051"
"White Bear Twp.","271230401022"
"St. Paul","271230306013"
"North Oaks","271230406014"
"St. Paul","271230306014"
"Vadnais Heights","271230406062"
"Vadnais Heights","271230406063"
"White Bear Lake","271230405032"
"St. Paul","271230334004"
"St. Paul","271230321003"
"Roseville","271230416023"
"St. Paul","271230366004"
"Maplewood","271230424025"
"White Bear Twp.","271230401023"
"St. Paul","271230339002"
"St. Paul","271230317025"
"Arden Hills","271230408042"
"North Oaks","271230406015"
"White Bear Twp.","271230406015"
"Arden Hills","271230408013"
"White Bear Twp.","271230401012"
"Shoreview","271230407082"
"Shoreview","271230407093"
"Vadnais Heights","271230406052"
"St. Paul","271230304004"
"St. Paul","271230326004"
"St. Paul","271230307026"
"St. Paul","271230326003"
"Maplewood","271230423013"
"St. Paul","271230305005"
"Maplewood","271230424015"
"St. Paul","271230430015"
"St. Paul","271230349004"
"St. Paul","271230349003"
"Mounds View","271230409013"
"New Brighton","271230411043"
"St. Paul","271230430011"
"St. Paul","271230430012"
"St. Paul","271230430014"
"New Brighton","271230411054"
"St. Paul","271230376014"
"Arden Hills","271230408041"
"Arden Hills","271230408054"
"Roseville","271230414005"
"Shoreview","271230407044"
"Shoreview","271230407081"
"St. Paul","271230376032"
"Shoreview","271230407092"
"Shoreview","271230407052"
"Shoreview","271230407045"
"St. Paul","271230302022"
"St. Paul","271230342033"
"St. Paul","271230342032"
"St. Paul","271230430021"
"St. Paul","271230306025"
"White Bear Lake","271230405043"
"Maplewood","271230425043"
"White Bear Lake","271230405044"
"White Bear Twp.","271230405044"
"St. Paul","271230366005"
"St. Paul","271230376042"
"North St. Paul","271230426014"
"Vadnais Heights","271230406061"
"White Bear Twp.","271230401021"
"St. Paul","271230361003"
"Maplewood","271230425032"
"St. Paul","271230337002"
"Roseville","271230416014"
"St. Paul","271230332003"
"St. Paul","271230342042"
"St. Paul","271230342041"
"St. Paul","271230342013"
"St. Paul","271230318014"
"New Brighton","271230411063"
"Maplewood","271230422025"
"Little Canada","271230422025"
"Maplewood","271230422024"
"St. Paul","271230334002"
"Roseville","271230418001"
"White Bear Twp.","271230401011"
"St. Paul","271230368003"
"Maplewood","271230424022"
"North St. Paul","271230427004"
"North St. Paul","271230426012"
"North St. Paul","271230427005"
"White Bear Lake","271230404024"
"St. Paul","271230355003"
"White Bear Lake","271230403024"
"St. Paul","271230324003"
"Roseville","271230415004"
"St. Paul","271230355002"
"Roseville","271230416013"
"Roseville","271230417004"
"Maplewood","271230422012"
"Little Canada","271230421015"
"Maplewood","271230422023"
"Minnetonka","270530261032"
"Minnetonka","270530262011"
"Minnetonka","270530262051"
"Minnetonka","270530262052"
"Minnetonka","270530262053"
"Plymouth","270530265112"
"St. Paul","271230360003"
"St. Paul","271230342043"
"St. Paul","271230347024"
"St. Paul","271230347021"
"New Brighton","271230411062"
"New Brighton","271230411075"
"Arden Hills","271230408052"
"Arden Hills","271230408053"
"Roseville","271230418002"
"St. Paul","271230342031"
"Maplewood","271230425012"
"St. Paul","271230430013"
"New Brighton","271230411041"
"Mounds View","271230410023"
"New Brighton","271230411055"
"St. Paul","271230349001"
"St. Paul","271230376015"
"St. Paul","271230351003"
"Shoreview","271230407042"
"Shoreview","271230407064"
"Arden Hills","271230408051"
"Shoreview","271230407091"
"St. Paul","271230376031"
"Minnetonka","270530262061"
"Plymouth","270530265143"
"Plymouth","270530265144"
"Savage","271390802042"
"Savage","271390801002"
"Savage","271390802012"
"Prior Lake","271390809031"
"Minnetonka","270530261011"
"Minnetonka","270530261012"
"Minnetonka","270530261031"
"Lakeland","271630711013"
"Lakeland Shores","271630711013"
"Cottage Grove","271630714001"
"Stillwater","271630705023"
"Stillwater","271630705022"
"Stillwater","271630705024"
"Stillwater","271630706021"
"Stillwater","271630706022"
"Oak Park Heights","271630706022"
"Cottage Grove","271630712081"
"Cottage Grove","271630712082"
"Cottage Grove","271630712092"
"St. Paul Park","271630713001"
"St. Paul Park","271630713002"
"Forest Lake","271630701031"
"Bayport","271630707042"
"Oak Park Heights","271630708021"
"Oakdale","271630709071"
"Oakdale","271630709072"
"Oakdale","271630709073"
"Oakdale","271630709092"
"Oakdale","271630709101"
"Oakdale","271630709102"
"Woodbury","271630710011"
"Woodbury","271630710012"
"Newport","271630710031"
"Newport","271630710032"
"Newport","271630710033"
"Woodbury","271630710061"
"Woodbury","271630710062"
"Farmington","270370609042"
"Mendota Heights","270370606042"
"Inver Grove Heights","270370605032"
"West St. Paul","270370601011"
"Inver Grove Heights","270370605024"
"Dellwood","271630703011"
"Mahtomedi","271630703011"
"Afton","271630711022"
"Cottage Grove","271630712083"
"Forest Lake","271630701032"
"Forest Lake","271630701033"
"Forest Lake","271630701034"
"Forest Lake","271630701041"
"Forest Lake","271630701042"
"Forest Lake","271630701052"
"Oak Grove","270030501151"
"Minneapolis","270530095001"
"Crystal","270530210015"
"Minneapolis","270531097003"
"Bloomington","270530252012"
"Minneapolis","270531064002"
"Minneapolis","270530117033"
"Wayzata","270530273001"
"Minnetonka","270530262082"
"Plymouth","270530266093"
"Brooklyn Park","270530268092"
"Bloomington","270530258032"
"Brooklyn Center","270530206002"
"Minneapolis","270530027002"
"Minneapolis","270531108001"
"Minneapolis","270531093003"
"Minneapolis","270530121011"
"Edina","270530238013"
"Minneapolis","270530068002"
"Brooklyn Park","270530268073"
"St. Louis Park","270530221022"
"Minneapolis","270531007004"
"Roseville","271230413022"
"St. Paul","271230342014"
"St. Paul","271230342012"
"Brooklyn Park","270530268127"
"Brooklyn Park","270530268125"
"Eden Prairie","270530260073"
"Eden Prairie","270530260074"
"Eden Prairie","270530260076"
"Eden Prairie","270530260075"
"Brooklyn Park","270530268126"
"Coon Rapids","270030507105"
"Blaine","270030508294"
"Blaine","270030508272"
"Lino Lakes","270030502374"
"Coon Rapids","270030506111"
"Coon Rapids","270030506112"
"Andover","270030502084"
"Coon Rapids","270030507074"
"Coon Rapids","270030507072"
"St. Louis Park","270530224004"
"Minneapolis","270531008001"
"Minneapolis","270531008002"
"Minneapolis","270531108002"
"Edina","270530239021"
"Minneapolis","270531062003"
"Richfield","270530248011"
"Lino Lakes","270030502294"
"Fridley","270030511024"
"Ramsey","270030502285"
"Blaine","270030508292"
"Blaine","270030508282"
"Blaine","270030508271"
"Andover","270030502381"
"Blaine","270030508233"
"Fridley","270030511021"
"St. Francis","270030501083"
"Coon Rapids","270030507071"
"Blaine","270030508243"
"Columbia Heights","270030515022"
"Coon Rapids","270030506121"
"Blaine","270030508221"
"Blaine","270030508241"
"Blaine","270030508291"
"Blaine","270030508232"
"Fridley","270030512064"
"Fridley","270030512063"
"Blaine","270030508231"
"Blaine","270030508252"
"Fridley","270030511022"
"Coon Rapids","270030507023"
"Coon Rapids","270030507022"
"Anoka","270030504024"
"Blaine","270030508194"
"Blaine","270030508193"
"Andover","270030502383"
"Ham Lake","270030502164"
"Fridley","270030512033"
"Blaine","270030508222"
"Ramsey","270030502402"
"Coon Rapids","270030507044"
"Anoka","270030505012"
"Andover","270030502392"
"Andover","270030502391"
"Ramsey","270030502273"
"Blaine","270030508251"
"Blaine","270030508263"
"Blaine","270030508215"
"Andover","270030502083"
"Lino Lakes","270030502373"
"Lino Lakes","270030502372"
"Anoka","270030502262"
"Ramsey","270030502262"
"Blaine","270030508293"
"Linwood Twp.","270030516004"
"Lino Lakes","270030502363"
"Blaine","270030508261"
"Coon Rapids","270030507103"
"Lino Lakes","270030502295"
"Fridley","270030512061"
"St. Francis","270030501072"
"Fridley","270030511032"
"Blaine","270030508214"
"Ham Lake","270030502343"
"Lino Lakes","270030502333"
"Golden Valley","270530216011"
"Golden Valley","270530216012"
"Golden Valley","270530216013"
"Golden Valley","270530216021"
"New Hope","270530215042"
"New Hope","270530215043"
"New Hope","270530215044"
"New Hope","270530215051"
"New Hope","270530215052"
"New Hope","270530215053"
"Coon Rapids","270030506084"
"Ham Lake","270030502153"
"Andover","270030502382"
"Ramsey","270030502412"
"Andover","270030502183"
"Ramsey","270030502411"
"Andover","270030502181"
"Ramsey","270030502233"
"Ramsey","270030502401"
"St. Francis","270030501082"
"Bethel","270030501082"
"Ham Lake","270030502152"
"Coon Rapids","270030506094"
"Ham Lake","270030502165"
"Ramsey","270030502283"
"Lino Lakes","270030502302"
"Anoka","270030504023"
"Lino Lakes","270030502293"
"Coon Rapids","270030507045"
"Lino Lakes","270030502362"
"Coon Rapids","270030507064"
"Fridley","270030512022"
"Fridley","270030512034"
"Blaine","270030508281"
"Centerville","270030502323"
"Lino Lakes","270030502292"
"Anoka","270030504013"
"Ramsey","270030502232"
"Ramsey","270030502284"
"Ramsey","270030502274"
"Linwood Twp.","270030516003"
"Coon Rapids","270030506122"
"Blaine","270030508203"
"Blaine","270030508242"
"Blaine","270030508262"
"Blaine","270030508184"
"Blaine","270030508201"
"Circle Pines","270030509023"
"Waconia Twp.","270190903023"
"Waconia","270190903023"
"Dahlgren Twp.","270190911006"
"Carver","270190911004"
"Dahlgren Twp.","270190911004"
"Waconia Twp.","270190903043"
"Waconia","270190903043"
"Young America Twp.","270190912014"
"Hamburg","270190912014"
"Chaska","270190910014"
"Chaska","270190910025"
"Young America Twp.","270190912015"
"Norwood Young America","270190912015"
"Chaska","270190910011"
"Carver","270190911005"
"Watertown Twp.","270190901023"
"Watertown","270190901023"
"Victoria","270190904025"
"Victoria","270190904023"
"Waconia","270190903041"
"Waconia","270190903032"
"Chaska","270190910021"
"San Francisco Twp.","270190911003"
"Chaska","270190908015"
"Victoria","270190904024"
"Laketown Twp.","270190904024"
"Chaska","270190904024"
"Chaska","270190908011"
"Chaska","270190908013"
"Chanhassen","270190905022"
"Chaska","270190908021"
"Chanhassen","270190907023"
"Chanhassen","270190907041"
"Victoria","270190904013"
"Laketown Twp.","270190904013"
"Waconia","270190904013"
"Chanhassen","270190906013"
"Chanhassen","270190907031"
"Chaska","270190908014"
"Carver","270190911007"
"Chaska","270190910023"
"Chaska","270190909023"
"Waconia","270190903042"
"Waconia","270190903031"
"Chaska","270190909011"
"Chaska","270190909012"
"Chaska","270190910012"
"Chanhassen","270190907032"
"Chaska","270190909021"
"Victoria","270190904014"
"Chaska","270190908022"
"Chaska","270190910013"
"Young America Twp.","270190912013"
"Norwood Young America","270190912013"
"Mayer","270190902003"
"Chanhassen","270190905012"
"Watertown Twp.","270190901011"
"Mayer","270190901011"
"Hollywood Twp.","270190902004"
"New Germany","270190902004"
"Waconia Twp.","270190903024"
"Waconia","270190903024"
"Watertown Twp.","270190901021"
"Watertown","270190901021"
"Watertown","270190901022"
"Chaska","270190909022"
"Waconia Twp.","270190903022"
"Waconia","270190903022"
"Chanhassen","270190907033"
"Waconia Twp.","270190903033"
"Waconia","270190903033"
"Chaska","270190910022"
"Chaska","270190910024"
"Watertown","270190901013"
"Chaska","270190908012"
"Chanhassen","270190907042"
"Watertown","270190901012"
"Chanhassen","270190907022"
"Farmington","270370609021"
"Farmington","270370609043"
"Lakeville","270370615011"
"Eureka Twp.","270370615011"
"St. Paul","271230346022"
"St. Paul","271230365002"
"Maplewood","271230424021"
"St. Paul","271230428001"
"St. Paul","271230315001"
"St. Paul","271230342011"
"St. Paul","271230428002"
"St. Paul","271230330001"
"St. Paul","271230344001"
"St. Paul","271230372004"
"St. Paul","271239800001"
"St. Paul","271230346011"
"St. Paul","271230374021"
"Maplewood","271230425014"
"Maplewood","271230425013"
"St. Paul","271230346023"
"St. Paul","271230346013"
"North St. Paul","271230426013"
"St. Paul","271230346021"
"North St. Paul","271230427002"
"St. Paul","271230322001"
"St. Paul","271230306012"
"St. Paul","271230335001"
"Maplewood","271230422011"
"St. Paul","271230307022"
"St. Paul","271230371003"
"St. Paul","271230316002"
"St. Paul","271230346012"
"St. Paul","271230310001"
"Mounds View","271230409011"
"St. Paul","271230350002"
"Roseville","271230414002"
"St. Paul","271230331001"
"North Oaks","271230406011"
"Golden Valley","270530217001"
"Golden Valley","270530216024"
"St. Paul","271230360001"
"St. Paul","271230332001"
"St. Paul","271230366001"
"St. Paul","271230367001"
"Maplewood","271230425031"
"St. Paul","271230370002"
"St. Paul","271230369002"
"Maplewood","271230425041"
"Roseville","271230416011"
"Mounds View","271230409022"
"New Brighton","271230411072"
"Lauderdale","271230420021"
"Little Canada","271230421014"
"Little Canada","271230421022"
"Maplewood","271230423012"
"Little Canada","271230421013"
"Maplewood","271230422021"
"White Bear Lake","271230403023"
"Maplewood","271230404022"
"White Bear Lake","271230404022"
"New Brighton","271230411074"
"Roseville","271230413012"
"St. Paul","271230317011"
"St. Paul","271230358001"
"St. Paul","271230321002"
"St. Paul","271230429002"
"St. Paul","271230429003"
"St. Paul","271230351001"
"St. Paul","271230332002"
"St. Paul","271230357002"
"St. Paul","271230333001"
"St. Paul","271230318022"
"St. Paul","271230318023"
"St. Paul","271230319001"
"St. Paul","271230319002"
"St. Paul","271230320001"
"St. Paul","271230320002"
"St. Paul","271230322003"
"St. Paul","271230323001"
"St. Paul","271230323002"
"St. Paul","271230323003"
"St. Paul","271230324001"
"St. Paul","271230325001"
"St. Paul","271230325003"
"St. Paul","271230326001"
"St. Paul","271230337001"
"St. Paul","271230338002"
"St. Paul","271230340001"
"St. Paul","271230344002"
"St. Paul","271230345001"
"St. Paul","271230345003"
"St. Paul","271230347012"
"St. Paul","271230347013"
"St. Paul","271230347022"
"St. Paul","271230347023"
"St. Paul","271230349002"
"St. Paul","271230350003"
"St. Paul","271230351002"
"St. Paul","271230352001"
"St. Paul","271230353003"
"St. Paul","271230353002"
"Maplewood","271230424011"
"Maplewood","271230424012"
"Maplewood","271230425011"
"Maplewood","271230425042"
"North St. Paul","271230427001"
"St. Paul","271230307033"
"St. Paul","271230374023"
"St. Paul","271230429001"
"St. Paul","271230355001"
"St. Paul","271230357001"
"St. Paul","271230358003"
"St. Paul","271230359001"
"St. Paul","271230360002"
"St. Paul","271230361001"
"St. Paul","271230363001"
"St. Paul","271230363002"
"St. Paul","271230363003"
"St. Paul","271230363004"
"St. Paul","271230364004"
"St. Paul","271230370003"
"St. Paul","271230371001"
"St. Paul","271230372001"
"St. Paul","271230372002"
"St. Paul","271230372005"
"St. Paul","271230374022"
"St. Paul","271230374031"
"St. Paul","271230374032"
"St. Paul","271230374033"
"St. Paul","271230374034"
"St. Paul","271230374035"
"St. Paul","271230375001"
"St. Paul","271230375002"
"St. Paul","271230375005"
"St. Paul","271230376011"
"White Bear Lake","271230402001"
"White Bear Twp.","271230402001"
"White Bear Lake","271230403012"
"White Bear Lake","271230403021"
"White Bear Twp.","271230403021"
"White Bear Lake","271230403022"
"White Bear Twp.","271230403022"
"White Bear Lake","271230404011"
"White Bear Lake","271230404012"
"White Bear Lake","271230404013"
"White Bear Lake","271230404021"
"White Bear Lake","271230405021"
"White Bear Lake","271230405031"
"Gem Lake","271230405031"
"White Bear Twp.","271230405031"
"New Brighton","271230412001"
"St. Paul","271230317021"
"St. Paul","271230302012"
"St. Paul","271230364001"
"White Bear Lake","271230402002"
"White Bear Twp.","271230402002"
"White Bear Lake","271230405041"
"White Bear Twp.","271230405041"
"White Bear Lake","271230405042"
"North Oaks","271230406012"
"White Bear Twp.","271230406012"
"Vadnais Heights","271230406031"
"Vadnais Heights","271230406032"
"Shoreview","271230407051"
"Shoreview","271230407062"
"Shoreview","271230407063"
"Shoreview","271230407072"
"Shoreview","271230407073"
"Arden Hills","271230408011"
"Arden Hills","271230408012"
"Blaine","271230409012"
"Mounds View","271230409012"
"Mounds View","271230409021"
"Mounds View","271230410011"
"New Brighton","271230411071"
"New Brighton","271230411073"
"New Brighton","271230412002"
"New Brighton","271230412003"
"Roseville","271230413011"
"Roseville","271230413013"
"Roseville","271230413021"
"Roseville","271230414001"
"Roseville","271230414004"
"Roseville","271230415001"
"Roseville","271230415002"
"Roseville","271230415003"
"Roseville","271230416012"
"Roseville","271230416021"
"Roseville","271230416022"
"Maplewood","271230422022"
"Maplewood","271230423011"
"Maplewood","271230423023"
"Maplewood","271230423024"
"Maplewood","271230423025"
"North St. Paul","271230426021"
"North St. Paul","271230426022"
"North St. Paul","271230427003"
"St. Paul","271230364003"
"St. Paul","271230365003"
"St. Paul","271230366003"
"St. Paul","271230367002"
"St. Paul","271230367003"
"St. Paul","271230367004"
"St. Paul","271230368001"
"St. Paul","271230368002"
"St. Paul","271230369001"
"St. Paul","271230376012"
"St. Paul","271230376013"
"Vadnais Heights","271230406033"
"Shoreview","271230407041"
"Mounds View","271230410021"
"St. Anthony","271230411031"
"St. Anthony","271230411032"
"New Brighton","271230411051"
"New Brighton","271230411053"
"New Brighton","271230411061"
"Roseville","271230417001"
"Roseville","271230417002"
"Roseville","271230417003"
"Roseville","271230418003"
"Falcon Heights","271230419002"
"Falcon Heights","271230419003"
"Falcon Heights","271230420011"
"Falcon Heights","271230420012"
"Lauderdale","271230420022"
"Little Canada","271230421011"
"Little Canada","271230421012"
"Little Canada","271230421021"
"Mendota Heights","270370606031"
"East Bethel","270030501101"
"Centerville","270030502322"
"Coon Rapids","270030506081"
"Anoka","270030505042"
"St. Paul","271230305002"
"St. Paul","271230312001"
"St. Paul","271230316003"
"St. Paul","271230375004"
"St. Paul","271230307032"
"St. Paul","271230318012"
"St. Paul","271230318013"
"St. Paul","271230318021"
"St. Paul","271230307043"
"St. Paul","271230330002"
"St. Paul","271230325004"
"St. Paul","271230327002"
"St. Paul","271230331002"
"St. Paul","271230333002"
"St. Paul","271230327001"
"St. Paul","271230334001"
"St. Paul","271230334003"
"St. Paul","271230335002"
"St. Paul","271230335003"
"St. Paul","271230336001"
"St. Louis Park","270530227003"
"Fort Snelling (unorg.)","270539800001"
"St. Louis Park","270530227001"
"Greenfield","270530270012"
"Rockford","270530270012"
"St. Louis Park","270530228011"
"Minneapolis","270531259002"
"Eden Prairie","270530260151"
"Bloomington","270530258011"
"Brooklyn Center","270530204001"
"Minneapolis","270530001022"
"Shakopee","271390804003"
"Shakopee","271390805001"
"Jackson Twp.","271390805001"
"Shakopee","271390806001"
"Minneapolis","270531041001"
"Minneapolis","270531051001"
"Minneapolis","270531065002"
"Minneapolis","270531055003"
"Minneapolis","270531056003"
"Minneapolis","270531062001"
"Minneapolis","270531092001"
"Minneapolis","270531092003"
"St. Francis","270030501071"
"Nowthen","270030501161"
"Oak Grove","270030501141"
"Prior Lake","271390809061"
"Prior Lake","271390809063"
"Savage","271390802021"
"Savage","271390802022"
"Richfield","270530241001"
"Robbinsdale","270530214001"
"St. Louis Park","270530221012"
"St. Louis Park","270530220001"
"Minneapolis","270531065001"
"Minneapolis","270531091002"
"Minnetonka","270530261043"
"Edina","270530240051"
"Edina","270530240061"
"Richfield","270530245002"
"Richfield","270530249032"
"Nowthen","270030501163"
"St. Francis","270030501081"
"Columbus","270030502101"
"Bloomington","270530251002"
"Plymouth","270530265051"
"Plymouth","270530265052"
"Plymouth","270530266114"
"Plymouth","270530266113"
"Andover","270030502171"
"Blaine","270030508183"
"Blaine","270030508161"
"Anoka","270030504011"
"Ramsey","270030502271"
"Anoka","270030504012"
"Eden Prairie","270530260192"
"Minnetonka","270530261041"
"Minnetonka","270530263023"
"Minnetonka","270530262022"
"Brooklyn Park","270530268191"
"Ramsey","270030502272"
"Anoka","270030505011"
"Anoka","270030504022"
"Lino Lakes","270030502301"
"Lino Lakes","270030502371"
"St. Paul","271230306021"
"St. Paul","271230365004"
"White Bear Lake","271230405023"
"North St. Paul","271230426011"
"Minnetonka","270530262012"
"Minnetonka","270530263012"
"Minnetonka","270530263011"
"Minnetonka","270530264043"
"Maple Grove","270530267121"
"Richfield","270530248022"
"Blaine","270030508213"
"Blaine","270030508211"
"Blaine","270030508202"
"Blaine","270030508212"
"Coon Rapids","270030507041"
"Coon Rapids","270030507021"
"Plymouth","270530266051"
"Plymouth","270530266052"
"Maple Grove","270530267071"
"Maple Grove","270530267112"
"Spring Lake Park","270030510011"
"Blaine","270030508102"
"Blaine","270030509012"
"Lexington","270030509012"
"Spring Lake Park","270030510012"
"Blaine","270030508181"
"Ham Lake","270030502352"
"Brooklyn Park","270530268111"
"Brooklyn Park","270530268122"
"Brooklyn Park","270530268232"
"Brooklyn Center","270530203011"
"Brooklyn Park","270530268222"
"Champlin","270530269084"
"Ham Lake","270030502161"
"Blaine","270030508191"
"Blaine","270030508192"
"Coon Rapids","270030506061"
"Blaine","270030508182"
"Anoka","270030504021"
"Savage","271390801001"
"Savage","271390802011"
"Savage","271390802041"
"Shakopee","271390804001"
"Prior Lake","271390809033"
"Prior Lake","271390809062"
"Burnsville","270370607142"
"Burnsville","270370607382"
"Burnsville","270370607482"
"Burnsville","270370607381"
"Burnsville","270370607141"
"Burnsville","270370607132"
"Burnsville","270370607371"
"Burnsville","270370607111"
"Burnsville","270370607112"
"Burnsville","270370607101"
"Lakeville","270370608131"
"Burnsville","270370607462"
"Burnsville","270370607392"
"Burnsville","270370607452"
"Eagan","270370607341"
"Apple Valley","270370608063"
"Eagan","270370607292"
"Eagan","270370607331"
"Eagan","270370607281"
"Eagan","270370607171"
"Eagan","270370607262"
"Eagan","270370607313"
"Burnsville","270370607393"
"Lakeville","270370608142"
"Lakeville","270370608152"
"Lakeville","270370608161"
"Lakeville","270370608143"
"Apple Valley","270370608291"
"Apple Valley","270370608231"
