"GEO_NAME","ALAND","AWATER","fancyname","jurisdiction","canopy_percent","avgcanopy","score","highest_priority","Public health","Conservation","Environmental justice","Climate change","GEOID"
"270531115001",585295,0," Hennepin County tract  1115, block group 1","Minneapolis",0.21,0.348360591900312,5.5374895020331,"Public health",5.5374895020331,5.51966175693939,2.03451466511893,5.25451787795982,"270531115001"
"270530260212",1467844,54695," Hennepin County tract  260.21, block group 2","Eden Prairie",0.12,0.348360591900312,5.36208685645711,"Climate change",4.35030118073383,4.44490262202905,2.8222840661782,5.36208685645711,"270530260212"
"270531044002",228364,0," Hennepin County tract  1044, block group 2","Minneapolis",0.18,0.348360591900312,6.98904858019186,"Environmental justice",5.81788589853608,3.84028395613375,6.98904858019186,6.34734846917138,"270531044002"
"270531260003",425727,0," Hennepin County tract  1260, block group 3","Minneapolis",0.23,0.348360591900312,9.75953931099037,"Environmental justice",4.93281651921641,4.85001773523892,9.75953931099037,5.07062866239621,"270531260003"
"270530117043",555555,0," Hennepin County tract  117.04, block group 3","Minneapolis",0.22,0.348360591900312,6.58679037457785,"Public health",6.58679037457785,1.93258766545866,3.36149045442399,5.78186376998733,"270530117043"
"270531105002",1216831,360246," Hennepin County tract  1105, block group 2","Minneapolis",0.29,0.348360591900312,6.38432413688105,"Conservation",4.57412151202818,6.38432413688105,2.93050103722533,3.99188564799819,"270531105002"
"270530266103",733835,44798," Hennepin County tract  266.10, block group 3","Plymouth",0.51,0.348360591900312,8.65014900834793,"Conservation",3.35240549443685,8.65014900834793,4.51160365364023,2.41561053813598,"270530266103"
"270530265141",1635889,1593," Hennepin County tract  265.14, block group 1","Plymouth",0.25,0.348360591900312,5.84362464823858,"Conservation",NA,5.84362464823858,NA,5.48860193430471,"270530265141"
"270530261042",1027518,23441," Hennepin County tract  261.04, block group 2","Minnetonka",0.25,0.348360591900312,5.46222694410696,"Conservation",5.09037282858436,5.46222694410696,5.12896421598215,3.81148088400059,"270530261042"
"270531064001",150431,29423," Hennepin County tract  1064, block group 1","Minneapolis",0.41,0.348360591900312,9.96276279104403,"Environmental justice",6.11532710117938,5.28960916331958,9.96276279104403,4.31152586528336,"270531064001"
"270530268114",1228098,38213," Hennepin County tract  268.11, block group 4","Brooklyn Park",0.43,0.348360591900312,8.52028255564734,"Environmental justice",4.38280530510543,7.88090007942438,8.52028255564734,4.8036111595801,"270530268114"
"270530270011",29382529,968588," Hennepin County tract  270.01, block group 1","Greenfield",0.5,0.348360591900312,6.22392727175282,"Conservation",4.03197574702127,6.22392727175282,1.65295804308012,5.05049703311273,"270530270011"
"270531057003",95644,0," Hennepin County tract  1057, block group 3","Minneapolis",0.41,0.348360591900312,8.1912482667046,"Environmental justice",4.15077479590376,6.34874277859965,8.1912482667046,3.73251800916983,"270531057003"
"270531057001",82167,0," Hennepin County tract  1057, block group 1","Minneapolis",0.34,0.348360591900312,8.65783044912323,"Environmental justice",4.18330812100387,3.06644554970503,8.65783044912323,3.82975293093832,"270531057001"
"270531052011",69887,0," Hennepin County tract  1052.01, block group 1","Minneapolis",0.45,0.348360591900312,4.88160596879177,"Environmental justice",4.32240237187974,4.83522660694085,4.88160596879177,3.50898916646081,"270531052011"
"270531025002",363305,0," Hennepin County tract  1025, block group 2","Minneapolis",0.49,0.348360591900312,6.66918650009329,"Climate change",5.42627948701781,5.60638104911037,5.60532269613092,6.66918650009329,"270531025002"
"270531255003",332786,0," Hennepin County tract  1255, block group 3","Bloomington",0.2,0.348360591900312,4.84705657343749,"Climate change",NA,4.17071519189595,NA,4.84705657343749,"270531255003"
"270530267072",632960,0," Hennepin County tract  267.07, block group 2","Maple Grove",0.47,0.348360591900312,4.32820405179028,"Conservation",4.24870991139249,4.32820405179028,3.50514924532652,3.78980138921656,"270530267072"
"270531259003",329039,0," Hennepin County tract  1259, block group 3","Minneapolis",0.18,0.348360591900312,8.29295658596318,"Environmental justice",5.79481306701583,1.97882396335004,8.29295658596318,5.55687823700485,"270531259003"
"270530265113",1097252,80867," Hennepin County tract  265.11, block group 3","Plymouth",0.14,0.348360591900312,5.45029804618256,"Public health",5.45029804618256,3.86694179284384,2.49373137171856,3.39923496237629,"270530265113"
"270530268123",833396,9123," Hennepin County tract  268.12, block group 3","Brooklyn Park",0.24,0.348360591900312,7.46855022565297,"Environmental justice",7.20383482896268,1.99951127708652,7.46855022565297,6.48836120987071,"270530268123"
"271630705013",1961814,218680," Washington County tract  705.01, block group 3","Stillwater",0.28,0.348360591900312,4.15092530495863,"Conservation",3.39256276855513,4.15092530495863,2.40576546292338,3.06888540146526,"271630705013"
"271630712091",2264326,2561," Washington County tract  712.09, block group 1","Cottage Grove",0.26,0.348360591900312,5.36463332781548,"Climate change",4.12045823956135,5.09153166341865,3.76878628802441,5.36463332781548,"271630712091"
"271630701073",2446898,1769091," Washington County tract  701.07, block group 3","Forest Lake",0.26,0.348360591900312,5.19252578374888,"Climate change",4.68480177016613,3.15096413588118,4.53960899274294,5.19252578374888,"271630701073"
"271630702043",2285661,7221," Washington County tract  702.04, block group 3","Hugo",0.46,0.348360591900312,7.61551052884577,"Conservation",2.54027168863629,7.61551052884577,2.45450993170178,3.87760196267095,"271630702043"
"271630702083",5905456,1354712," Washington County tract  702.08, block group 3","Hugo",0.51,0.348360591900312,5.60392610210521,"Conservation",3.39842875717482,5.60392610210521,2.68348311419779,4.11656292489105,"271630702083"
"271630712102",1828006,0," Washington County tract  712.10, block group 2","Cottage Grove",0.12,0.348360591900312,5.53009797065807,"Climate change",4.58726682252052,4.76430655467226,2.8111604830472,5.53009797065807,"271630712102"
"271630712075",1252049,0," Washington County tract  712.07, block group 5","Cottage Grove",0.28,0.348360591900312,5.09883953249929,"Climate change",4.49656959862373,2.5830251515034,2.51197499765842,5.09883953249929,"271630712075"
"271630702045",2727807,7872," Washington County tract  702.04, block group 5","Hugo",0.22,0.348360591900312,6.05114751014509,"Climate change",5.66147833019735,2.82875325373041,1.89855225994426,6.05114751014509,"271630702045"
"271630710013",1092593,6477," Washington County tract  710.01, block group 3","Woodbury",0.4,0.348360591900312,6.44073491054945,"Environmental justice",6.42940657126314,3.98328647798718,6.44073491054945,5.66304399175815,"271630710013"
"271630710134",1695491,21315," Washington County tract  710.13, block group 4","Woodbury",0.12,0.348360591900312,6.57703049126111,"Public health",6.57703049126111,3.23264915496348,3.53248222552446,5.99997061537538,"271630710134"
"271630710163",1027576,2814," Washington County tract  710.16, block group 3","Woodbury",0.58,0.348360591900312,7.55918653244687,"Conservation",3.76898020448204,7.55918653244687,2.90625428576357,3.93153236296221,"271630710163"
"271630710222",959791,1465," Washington County tract  710.22, block group 2","Woodbury",0.19,0.348360591900312,6.27731850586724,"Environmental justice",4.49965765384621,5.41617333348113,6.27731850586724,4.64897672282549,"271630710222"
"271630712071",955152,0," Washington County tract  712.07, block group 1","Cottage Grove",0.52,0.348360591900312,6.1867249958214,"Conservation",3.75092081768522,6.1867249958214,2.91316055173727,5.09753107594607,"271630712071"
"271630712084",1197338,0," Washington County tract  712.08, block group 4","Cottage Grove",0.36,0.348360591900312,4.89330011509947,"Climate change",4.01045767021207,4.09627696640019,2.77441540069449,4.89330011509947,"271630712084"
"271630704064",16482668,2054462," Washington County tract  704.06, block group 4","Lake Elmo",0.43,0.348360591900312,5.91435002578558,"Public health",5.91435002578558,4.09212302956825,2.25874094367719,5.28852096386537,"271630704064"
"271630712101",1319834,11804," Washington County tract  712.10, block group 1","Cottage Grove",0.53,0.348360591900312,8.61462934517304,"Conservation",3.62434047218576,8.61462934517304,3.04984794302441,3.36424464392533,"271630712101"
"271630709064",1856867,46259," Washington County tract  709.06, block group 4","Oakdale",0.44,0.348360591900312,6.98054669944018,"Conservation",3.35234062024268,6.98054669944018,3.78736543287668,2.42702950357476,"271630709064"
"271630710242",1440401,319028," Washington County tract  710.24, block group 2","Woodbury",0.54,0.348360591900312,7.12202383803746,"Climate change",6.42414715431273,6.13405766972364,2.14662091542675,7.12202383803746,"271630710242"
"271630704043",18723624,1343554," Washington County tract  704.04, block group 3","Stillwater Twp.",0.31,0.348360591900312,5.95093584397602,"Climate change",4.92355542726802,4.53338958457283,1.45770865963964,5.95093584397602,"271630704043"
"271630702073",1961452,9896," Washington County tract  702.07, block group 3","Hugo",0.6,0.348360591900312,7.72443823191824,"Conservation",1.55057014760725,7.72443823191824,2.68763802460463,1.75440705817809,"271630702073"
"271630701083",22643995,386195," Washington County tract  701.08, block group 3","Forest Lake",0.51,0.348360591900312,7.07341808773309,"Conservation",3.29592281252726,7.07341808773309,1.91812350183709,3.69453975249648,"271630701083"
"271630703034",2761418,270391," Washington County tract  703.03, block group 4","Mahtomedi",0.32,0.348360591900312,6.44354522495057,"Public health",6.44354522495057,3.90266457585616,2.77315070750629,5.71994964715487,"271630703034"
"271630707063",11777723,103486," Washington County tract  707.06, block group 3","Baytown Twp.",0.4,0.348360591900312,4.79889538255504,"Conservation",4.31590012310533,4.79889538255504,1.67292934401293,3.62220058953497,"271630707063"
"271630706042",1478726,211232," Washington County tract  706.04, block group 2","Stillwater",0.35,0.348360591900312,4.53744399842199,"Climate change",3.82049565523441,3.31526877402364,1.90334785909173,4.53744399842199,"271630706042"
"271630709104",441344,0," Washington County tract  709.10, block group 4","Oakdale",0.16,0.348360591900312,5.7888234240049,"Climate change",NA,1.02688925045238,NA,5.7888234240049,"271630709104"
"271630712111",2213273,6396," Washington County tract  712.11, block group 1","Cottage Grove",0.24,0.348360591900312,5.10310776642348,"Climate change",4.33340975864208,3.79439639281529,4.32233103707781,5.10310776642348,"271630712111"
"271630710192",1307364,1631," Washington County tract  710.19, block group 2","Woodbury",0.46,0.348360591900312,8.03709312848645,"Conservation",3.44900873354422,8.03709312848645,4.43234970871335,3.17909846639814,"271630710192"
"271630710233",807618,29320," Washington County tract  710.23, block group 3","Woodbury",0.55,0.348360591900312,4.81110905217612,"Conservation",3.98250757425447,4.81110905217612,3.84899986575907,4.40695979696322,"271630710233"
"271630710193",3900811,0," Washington County tract  710.19, block group 3","Woodbury",0.32,0.348360591900312,6.13541021229621,"Conservation",5.30967610107475,6.13541021229621,3.25436306886988,4.88256390234673,"271630710193"
"271630701082",4288395,10885," Washington County tract  701.08, block group 2","Forest Lake",0.21,0.348360591900312,6.26712573551941,"Climate change",5.9633185505704,2.55649822028168,1.78847625423187,6.26712573551941,"271630701082"
"271630712104",559715,3956," Washington County tract  712.10, block group 4","Cottage Grove",0.35,0.348360591900312,5.39943190505441,"Environmental justice",4.93549498742662,4.30969512773164,5.39943190505441,5.24131391340611,"271630712104"
"271630701081",7461254,514842," Washington County tract  701.08, block group 1","Forest Lake",0.33,0.348360591900312,5.977956334172,"Conservation",4.50114167049884,5.977956334172,2.70732688412506,4.70731685510127,"271630701081"
"271630710194",6479753,243502," Washington County tract  710.19, block group 4","Woodbury",0.44,0.348360591900312,7.10622890526837,"Climate change",6.31446522486505,4.52679897497259,2.33129891195373,7.10622890526837,"271630710194"
"271630710191",2808316,31489," Washington County tract  710.19, block group 1","Woodbury",0.14,0.348360591900312,6.43769124471147,"Climate change",5.71231854488,2.64417916662436,2.79952598988843,6.43769124471147,"271630710191"
"271630710196",15452951,41814," Washington County tract  710.19, block group 6","Woodbury",0.52,0.348360591900312,9.05957568118375,"Conservation",2.43076333606286,9.05957568118375,3.54895736546111,2.68939270918768,"271630710196"
"271630712113",2087006,13898," Washington County tract  712.11, block group 3","Cottage Grove",0.13,0.348360591900312,5.12625993008423,"Climate change",4.49509330511925,1.13078931641723,3.10528361456602,5.12625993008423,"271630712113"
"271630713003",1945047,4715," Washington County tract  713, block group 3","St. Paul Park",0.2,0.348360591900312,5.25208909372192,"Public health",5.25208909372192,1.9737253048395,3.25787120517482,4.32738700804995,"271630713003"
"271630702081",29555446,1629134," Washington County tract  702.08, block group 1","Hugo",0.58,0.348360591900312,9.03953910392438,"Conservation",2.54649319962113,9.03953910392438,5.55830356267577,3.29659288393834,"271630702081"
"271630704034",11932546,1017226," Washington County tract  704.03, block group 4","Grant",0.12,0.348360591900312,6.11903020671323,"Public health",6.11903020671323,3.23264915496348,2.01562935572161,5.94970155646656,"271630704034"
"271630704053",11665478,529923," Washington County tract  704.05, block group 3","Lake Elmo",0.19,0.348360591900312,5.92827002722266,"Public health",5.92827002722266,2.85926904405446,1.74283142759827,4.73464378637327,"271630704053"
"271630709063",1625209,4606," Washington County tract  709.06, block group 3","Oakdale",0.24,0.348360591900312,9.21050857341122,"Environmental justice",5.20560523037905,3.40534164058796,9.21050857341122,5.16942768655809,"271630709063"
"271630707053",12365859,147894," Washington County tract  707.05, block group 3","West Lakeland Twp.",0.16,0.348360591900312,4.75070524149298,"Climate change",3.99473494544956,4.22155611262452,2.2642946112418,4.75070524149298,"271630707053"
"271630707051",9941014,243671," Washington County tract  707.05, block group 1","West Lakeland Twp.",0.51,0.348360591900312,7.16979643687042,"Conservation",3.78613037530411,7.16979643687042,1.66548806464419,4.09507842463071,"271630707051"
"271630709094",917763,1621," Washington County tract  709.09, block group 4","Oakdale",0.35,0.348360591900312,8.14218576172884,"Public health",8.14218576172884,2.75271382997568,6.3879862002032,7.47483554238402,"271630709094"
"271630707052",9538934,20385," Washington County tract  707.05, block group 2","West Lakeland Twp.",0.13,0.348360591900312,7.19635365554272,"Climate change",5.13415042736199,2.03490281882987,1.90087171752055,7.19635365554272,"271630707052"
"271630711011",2695531,914," Washington County tract  711.01, block group 1","Lakeland",0.37,0.348360591900312,4.40276698053669,"Conservation",3.61188747735831,4.40276698053669,2.28596881759942,3.42967115650099,"271630711011"
"271630710213",1582937,47523," Washington County tract  710.21, block group 3","Woodbury",0.51,0.348360591900312,6.01000027361911,"Climate change",5.58051755935962,5.38033041960148,4.43454229342067,6.01000027361911,"271630710213"
"271630710211",668845,188270," Washington County tract  710.21, block group 1","Woodbury",0.13,0.348360591900312,6.6756686249677,"Public health",6.6756686249677,3.73348053562099,6.02394772634007,5.19618011325471,"271630710211"
"271630710202",1655159,48633," Washington County tract  710.20, block group 2","Woodbury",0.54,0.348360591900312,8.89932259730864,"Conservation",5.51000090157369,8.89932259730864,2.57826218195986,4.291933149158,"271630710202"
"271630710231",696270,39437," Washington County tract  710.23, block group 1","Woodbury",0.41,0.348360591900312,4.10987418199957,"Conservation",3.15408407992105,4.10987418199957,3.61433024464214,3.71966102559433,"271630710231"
"271630710234",1053745,2852," Washington County tract  710.23, block group 4","Woodbury",0.27,0.348360591900312,6.38430142860522,"Climate change",5.44257802590831,2.01284291712855,2.91069017354366,6.38430142860522,"271630710234"
"271630706043",1520183,257160," Washington County tract  706.04, block group 3","Stillwater",0.51,0.348360591900312,6.39537822519685,"Conservation",3.699684084221,6.39537822519685,1.94451246035453,3.18717710266306,"271630706043"
"271630707061",5259181,375567," Washington County tract  707.06, block group 1","Baytown Twp.",0.1,0.348360591900312,6.78376155801332,"Climate change",5.80575918238627,1.34717709176942,1.64242078080134,6.78376155801332,"271630707061"
"271630706031",1775423,10367," Washington County tract  706.03, block group 1","Stillwater",0.37,0.348360591900312,6.44256549610176,"Conservation",3.56044303817497,6.44256549610176,2.13892863766557,3.01754386285447,"271630706031"
"271630706041",607951,37334," Washington County tract  706.04, block group 1","Stillwater",0.57,0.348360591900312,8.94388888738317,"Conservation",3.18980291576853,8.94388888738317,1.58161319858477,3.0042821742372,"271630706041"
"271630701072",11223201,14370," Washington County tract  701.07, block group 2","Forest Lake",0.18,0.348360591900312,5.55683239463587,"Climate change",4.73551791666019,2.97958091986741,4.86883872289584,5.55683239463587,"271630701072"
"271630702071",10700422,41731," Washington County tract  702.07, block group 1","Hugo",0.31,0.348360591900312,6.28411060905472,"Climate change",5.90111690920496,3.18099157544718,3.08971661177196,6.28411060905472,"271630702071"
"271630710063",1041573,1715," Washington County tract  710.06, block group 3","Woodbury",0.26,0.348360591900312,7.06717455247881,"Climate change",7.02439437570493,3.62289580871658,3.12030730846963,7.06717455247881,"271630710063"
"271630710253",778920,3330," Washington County tract  710.25, block group 3","Woodbury",0.12,0.348360591900312,8.34747100995741,"Public health",8.34747100995741,1.99243964355554,7.272253100392,7.25274777305971,"271630710253"
"271630710103",561639,2671," Washington County tract  710.10, block group 3","Woodbury",0.27,0.348360591900312,5.92909927315529,"Public health",5.92909927315529,2.67821723020254,3.24902440595267,4.980770479467,"271630710103"
"271630710122",2217757,226330," Washington County tract  710.12, block group 2","Woodbury",0.14,0.348360591900312,6.85974091816058,"Environmental justice",5.98191754874308,0.615266196033007,6.85974091816058,6.18310048294748,"271630710122"
"271630707033",2449082,1059588," Washington County tract  707.03, block group 3","Oak Park Heights",0.19,0.348360591900312,7.10617440802677,"Climate change",5.56296731221915,1.972202771953,3.65546494364043,7.10617440802677,"271630707033"
"271630702072",2213470,10549," Washington County tract  702.07, block group 2","Hugo",0.16,0.348360591900312,4.45856937158955,"Public health",4.45856937158955,3.335313728831,2.67139094040848,3.60690892815152,"271630702072"
"271630707062",2607283,9722," Washington County tract  707.06, block group 2","Oak Park Heights",0.4,0.348360591900312,7.21045846813523,"Conservation",3.91638009399807,7.21045846813523,3.14512448329619,3.67959184217146,"271630707062"
"271630712093",768737,1755," Washington County tract  712.09, block group 3","Cottage Grove",0.19,0.348360591900312,5.36433299799921,"Climate change",4.83615944843471,5.07019544141912,3.28460386066539,5.36433299799921,"271630712093"
"271630712094",1199733,14265," Washington County tract  712.09, block group 4","Cottage Grove",0.29,0.348360591900312,7.30524427747218,"Climate change",6.51079525079323,2.57757476085266,3.86860288489244,7.30524427747218,"271630712094"
"271630702044",1498477,699265," Washington County tract  702.04, block group 4","Hugo",0.21,0.348360591900312,5.22383523452679,"Climate change",5.18906581353313,1.34915053944619,1.39877148667111,5.22383523452679,"271630702044"
"271630710124",1062415,3521," Washington County tract  710.12, block group 4","Woodbury",0.43,0.348360591900312,8.15016303781656,"Conservation",4.24209356142868,8.15016303781656,7.92150343323656,4.77629183118837,"271630710124"
"271630710143",713438,10179," Washington County tract  710.14, block group 3","Woodbury",0.13,0.348360591900312,7.60512162991675,"Public health",7.60512162991675,2.50073675120543,2.40481966629989,6.47872494978085,"271630710143"
"271630710104",726063,0," Washington County tract  710.10, block group 4","Woodbury",0.44,0.348360591900312,8.26463833925228,"Conservation",3.30964697564302,8.26463833925228,2.63528183299136,3.40119946921555,"271630710104"
"271630710221",1023069,0," Washington County tract  710.22, block group 1","Woodbury",0.15,0.348360591900312,7.6246789812785,"Climate change",5.67169923458571,0.64447516634969,2.24678434155699,7.6246789812785,"271630710221"
"271630710252",556664,0," Washington County tract  710.25, block group 2","Woodbury",0.32,0.348360591900312,6.6276537373348,"Conservation",4.9380348855399,6.6276537373348,2.58293613794213,2.89617233958496,"271630710252"
"271630710251",379370,0," Washington County tract  710.25, block group 1","Woodbury",0.56,0.348360591900312,5.41270630460411,"Public health",5.41270630460411,5.36626574622434,4.25204983638103,4.13837589540872,"271630710251"
"271630710254",653857,0," Washington County tract  710.25, block group 4","Woodbury",0.13,0.348360591900312,5.36949794960843,"Public health",5.36949794960843,4.42409313449845,2.29860083090099,4.75967082287166,"271630710254"
"271630709103",169969,44587," Washington County tract  709.10, block group 3","Landfall",0.39,0.348360591900312,9.48106969515225,"Environmental justice",6.81955625588638,4.33648356365689,9.48106969515225,7.21848219246762,"271630709103"
"271630710195",5369362,0," Washington County tract  710.19, block group 5","Woodbury",0.59,0.348360591900312,9.44542698688086,"Conservation",2.09984958848482,9.44542698688086,3.87794570144318,2.85130184904421,"271630710195"
"271630710232",575429,466," Washington County tract  710.23, block group 2","Woodbury",0.4,0.348360591900312,7.85056351705753,"Conservation",3.99907751899793,7.85056351705753,5.9386947524396,3.44087380520568,"271630710232"
"271630709074",2162879,281704," Washington County tract  709.07, block group 4","Oakdale",0.44,0.348360591900312,7.15539196469352,"Conservation",4.53508502996781,7.15539196469352,6.63234928723909,5.30735126532635,"271630709074"
"271630709091",1006437,2078," Washington County tract  709.09, block group 1","Oakdale",0.49,0.348360591900312,5.65040517322592,"Climate change",5.64270630367749,5.36738908068185,3.47181686260927,5.65040517322592,"271630709091"
"271630702082",7507393,839167," Washington County tract  702.08, block group 2","Hugo",0.38,0.348360591900312,5.56035638434463,"Climate change",4.45101237822794,4.90110147488131,1.52997640719372,5.56035638434463,"271630702082"
"271630709106",2569568,108835," Washington County tract  709.10, block group 6","Oakdale",0.34,0.348360591900312,6.53542574199406,"Conservation",5.19730393725472,6.53542574199406,2.55976219376582,3.92320586753937,"271630709106"
"271630710201",5069395,21905," Washington County tract  710.20, block group 1","Woodbury",0.57,0.348360591900312,5.52694838363548,"Public health",5.52694838363548,5.20973986295747,4.3918288750158,4.24686574702039,"271630710201"
"271630710212",1157567,212981," Washington County tract  710.21, block group 2","Woodbury",0.34,0.348360591900312,6.85482967463727,"Conservation",4.82739393394618,6.85482967463727,3.21692522638457,4.66349950391143,"271630710212"
"271630706032",826646,145316," Washington County tract  706.03, block group 2","Stillwater",0.37,0.348360591900312,5.15049809573605,"Conservation",4.87137704779429,5.15049809573605,4.30053108767152,4.36717029231678,"271630706032"
"271630712074",690488,0," Washington County tract  712.07, block group 4","Cottage Grove",0.21,0.348360591900312,6.68991598161769,"Climate change",5.45240089870986,2.64681107157704,2.28992031768734,6.68991598161769,"271630712074"
"271630701071",2339083,10015," Washington County tract  701.07, block group 1","Forest Lake",0.37,0.348360591900312,6.33325665385198,"Climate change",5.8662570328459,4.07003923865557,2.00306543709635,6.33325665385198,"271630701071"
"271630709105",1289257,232458," Washington County tract  709.10, block group 5","Oakdale",0.45,0.348360591900312,7.51093500800332,"Conservation",4.04265957933568,7.51093500800332,4.37419718762217,4.47754417928425,"271630709105"
"271630710064",1863524,0," Washington County tract  710.06, block group 4","Woodbury",0.17,0.348360591900312,5.81360352788511,"Public health",5.81360352788511,4.43518532165882,2.70293502799428,5.60716285651383,"271630710064"
"271630710142",1088268,0," Washington County tract  710.14, block group 2","Woodbury",0.23,0.348360591900312,7.52103838508035,"Climate change",7.28941892993223,1.25276961972439,2.44670951196719,7.52103838508035,"271630710142"
"271630712103",851923,0," Washington County tract  712.10, block group 3","Cottage Grove",0.27,0.348360591900312,8.69842497192131,"Environmental justice",5.79558959699249,5.80161996698468,8.69842497192131,7.01464682952767,"271630712103"
