id,1
1,117.0
2,62.0
3,68.0
4,332.0
5,442.0
6,148.0
7,67.0
8,37.0
9,177.0
10,172.0
11,121.0
12,118.0
13,158.0
14,175.0
15,99.0
16,175.0
17,67.0
18,92.0
19,199.0
20,42.0
21,200.0
22,25.0
23,8.0
24,80.0
25,9.0
26,23.0
27,25.0
28,59.0
29,142.0
30,148.0
31,97.0
32,103.0
33,59.0
34,62.0
35,68.0
36,73.0
37,82.0
38,198.0
39,253.0
40,188.0
41,78.0
42,224.0
43,117.0
44,107.0
45,81.0
46,102.0
47,181.0
48,51.0
49,3.0
50,10.0
51,126.0
52,56.0
53,1.0
54,970.0
55,166.0
56,130.0
57,91.0
58,102.0
59,81.0
60,104.0
61,109.0
62,189.0
63,393.0
64,371.0
65,390.0
66,545.0
67,342.0
68,151.0
69,411.0
70,599.0
71,382.0
72,495.0
73,570.0
74,79.0
75,143.0
76,106.0
77,70.0
78,75.0
79,145.0
80,154.0
81,133.0
82,23.0
83,42.0
84,637.0
85,229.0
86,715.0
87,369.0
88,131.0
89,326.0
90,142.0
91,111.0
92,193.0
93,239.0
94,262.0
95,299.0
96,366.0
97,239.0
98,458.0
99,434.0
100,163.0
101,292.0
102,576.0
103,680.0
104,444.0
105,170.0
106,104.0
107,294.0
108,84.0
109,168.0
110,125.0
111,174.0
112,143.0
113,60.0
114,33.0
115,47.0
116,116.0
117,12.0
118,22.0
119,491.0
120,654.0
121,519.0
122,331.0
123,483.0
124,161.0
125,144.0
126,194.0
127,560.0
128,394.0
129,218.0
130,438.0
131,471.0
132,350.0
133,550.0
134,882.0
135,535.0
136,264.0
137,180.0
138,183.0
139,196.0
140,150.0
141,100.0
142,570.0
143,260.0
144,201.0
145,104.0
146,370.0
147,284.0
148,51.0
149,6.0
150,65.0
151,189.0
152,773.0
153,702.0
154,665.0
155,289.0
156,802.0
157,401.0
158,399.0
159,265.0
160,545.0
161,522.0
162,413.0
163,689.0
164,1014.0
165,558.0
166,523.0
167,254.0
168,295.0
169,589.0
170,176.0
171,87.0
172,237.0
173,198.0
174,43.0
175,210.0
176,166.0
177,148.0
178,207.0
179,456.0
180,1102.0
181,9.0
182,6.0
183,4.0
184,62.0
185,225.0
186,953.0
187,644.0
188,712.0
189,399.0
190,239.0
191,161.0
192,298.0
193,492.0
