system:index,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,GEO_NAME,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,STATEFP,TRACTCE,Year,sq_miles,.geo
000000000000000004c1,3.0496287E7,2133071.0,3,025,S,270251104013,270251104013,+45.3225402,-092.9407991,G5030,Block Group 3,27,110401,2021,"{groups=[{classification=0, sum=2.6235494999996445}, {classification=1, sum=3.59547902999904}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d6,5.3279008E7,6114870.0,3,025,S,270251101003,270251101003,+45.6212270,-093.0447974,G5030,Block Group 3,27,110100,2021,"{groups=[{classification=0, sum=6.9616146600007305}, {classification=1, sum=6.816016350000635}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000048e,2733381.0,85315.0,4,025,S,270251103014,270251103014,+45.5213114,-092.9656384,G5030,Block Group 4,27,110301,2021,"{groups=[{classification=0, sum=0.37911159000000516}, {classification=1, sum=0.26478738000000324}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c3,1818246.0,2688975.0,4,025,S,270251105024,270251105024,+45.3618137,-092.8830760,G5030,Block Group 4,27,110502,2021,"{groups=[{classification=0, sum=0.2977989300000038}, {classification=1, sum=0.3579147000000048}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052d,1.14239221E8,1674616.0,4,025,S,270251102004,270251102004,+45.5565732,-092.8889259,G5030,Block Group 4,27,110200,2021,"{groups=[{classification=0, sum=7.5579075000011215}, {classification=1, sum=15.596046179986978}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f3b,1.3481021E7,686637.0,4,025,S,270251104014,270251104014,+45.3171570,-092.9996690,G5030,Block Group 4,27,110401,2021,"{groups=[{classification=0, sum=2.101619519999969}, {classification=1, sum=2.177719829999922}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000854,2.0306127E7,26688.0,1,027,S,270270302021,270270302021,+46.6410035,-096.3703243,G5030,Block Group 1,27,030202,2021,"{groups=[{classification=0, sum=2.077990199999984}, {classification=1, sum=0.3884938200000053}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000859,4.57300862E8,1652059.0,1,027,S,270270302011,270270302011,+46.9410968,-096.4314150,G5030,Block Group 1,27,030201,2021,"{groups=[{classification=0, sum=40.96212120003041}, {classification=1, sum=4.558721309999155}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d8b,2459416.0,18637.0,1,027,S,270270301031,270270301031,+46.8409047,-096.7592956,G5030,Block Group 1,27,030103,2021,"{groups=[{classification=0, sum=0.8659450800000134}, {classification=1, sum=0.0938223000000004}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000850,2.24313953E8,3230.0,2,027,S,270270301072,270270301072,+47.0606543,-096.7541018,G5030,Block Group 2,27,030107,2021,"{groups=[{classification=0, sum=7.637482710001174}, {classification=1, sum=2.4383373299997597}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000853,2.03894E8,4562276.0,2,027,S,270270302012,270270302012,+46.9741466,-096.2543291,G5030,Block Group 2,27,030201,2021,"{groups=[{classification=0, sum=17.707742909982965}, {classification=1, sum=1.4525082000000231}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d73,3.292494E7,49700.0,2,027,S,270270302022,270270302022,+46.6523910,-096.4724032,G5030,Block Group 2,27,030202,2021,"{groups=[{classification=0, sum=3.1750161299993014}, {classification=1, sum=0.5090728500000073}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000851,1.856668E7,7222.0,3,027,S,270270301023,270270301023,+46.8778163,-096.6904336,G5030,Block Group 3,27,030102,2021,"{groups=[{classification=0, sum=2.251735199999876}, {classification=1, sum=0.3506174100000047}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085a,3.14708147E8,1034038.0,3,027,S,270270302023,270270302023,+46.7423721,-096.4344830,G5030,Block Group 3,27,030202,2021,"{groups=[{classification=0, sum=26.943679619965415}, {classification=1, sum=2.5543989899996875}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d8c,3.8097791E7,111091.0,3,027,S,270270301043,270270301043,+46.8861199,-096.5959718,G5030,Block Group 3,27,030104,2021,"{groups=[{classification=0, sum=2.535982019999699}, {classification=1, sum=0.7554432600000115}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000632,1.2796109E8,184038.0,4,027,S,270270301044,270270301044,+46.8119927,-096.6161065,G5030,Block Group 4,27,030104,2021,"{groups=[{classification=0, sum=4.944087719999407}, {classification=1, sum=0.9858291300000154}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000856,2.80165409E8,1.1578846E7,4,027,S,270270302024,270270302024,+46.7469519,-096.2498102,G5030,Block Group 4,27,030202,2021,"{groups=[{classification=0, sum=27.306459179964726}, {classification=1, sum=9.498291659998564}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000daa,1.8373526E7,78348.0,4,027,S,270270302014,270270302014,+46.8906847,-096.2963666,G5030,Block Group 4,27,030201,2021,"{groups=[{classification=0, sum=2.0738203199999865}, {classification=1, sum=0.32038578000000417}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082c,1.14512042E8,4.8460981E7,1,035,S,270359517001,270359517001,+46.7273032,-094.2064724,G5030,Block Group 1,27,951700,2021,"{groups=[{classification=0, sum=14.44203188998917}, {classification=1, sum=26.31020534996662}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082d,4.7104085E7,8159770.0,1,035,S,270359502041,270359502041,+46.7022556,-094.0756203,G5030,Block Group 1,27,950204,2021,"{groups=[{classification=0, sum=7.751111940001248}, {classification=1, sum=9.397172069998756}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082e,3.2669087E7,1.9585657E7,1,035,S,270359505011,270359505011,+46.4850271,-094.2510852,G5030,Block Group 1,27,950501,2021,"{groups=[{classification=0, sum=4.138953389998879}, {classification=1, sum=7.6843938600012045}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093d,1.1990572E7,1946063.0,1,035,S,270359513011,270359513011,+46.3660080,-094.2564363,G5030,Block Group 1,27,951301,2021,"{groups=[{classification=0, sum=2.892854249999477}, {classification=1, sum=1.562315040000025}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093f,6.7986943E7,1.4933739E7,1,035,S,270359505021,270359505021,+46.5856186,-094.0733851,G5030,Block Group 1,27,950502,2021,"{groups=[{classification=0, sum=9.8482140899979}, {classification=1, sum=14.09454188998983}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000940,2.0469602E7,1926749.0,1,035,S,270359513021,270359513021,+46.3305717,-094.2896036,G5030,Block Group 1,27,951302,2021,"{groups=[{classification=0, sum=3.9255945299988344}, {classification=1, sum=3.3675255899991816}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000be4,1.022932E7,1.0186235E7,1,035,S,270359509001,270359509001,+46.4477579,-094.2679569,G5030,Block Group 1,27,950900,2021,"{groups=[{classification=0, sum=1.2871029600000203}, {classification=1, sum=2.4918507899997264}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bf5,6.0805825E7,1.0674102E7,1,035,S,270359504001,270359504001,+46.5939818,-094.2279475,G5030,Block Group 1,27,950400,2021,"{groups=[{classification=0, sum=9.55840742999845}, {classification=1, sum=11.044969649995625}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c00,6.6056209E7,1.0322902E7,1,035,S,270359507001,270359507001,+46.5049417,-094.0187174,G5030,Block Group 1,27,950700,2021,"{groups=[{classification=0, sum=8.875242089999748}, {classification=1, sum=14.528556899989006}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c02,7.5746453E7,4657367.0,1,035,S,270359514001,270359514001,+46.2224047,-094.3242276,G5030,Block Group 1,27,951400,2021,"{groups=[{classification=0, sum=9.948986189997708}, {classification=1, sum=11.09014334999554}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c05,7.0742275E7,1.9164412E7,1,035,S,270359508001,270359508001,+46.4298412,-093.8595494,G5030,Block Group 1,27,950800,2021,"{groups=[{classification=0, sum=9.940646429997724}, {classification=1, sum=14.460796349989135}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c07,2.30736479E8,1.8015463E7,1,035,S,270359516001,270359516001,+46.1952205,-093.9257892,G5030,Block Group 1,27,951600,2021,"{groups=[{classification=0, sum=29.61518273996034}, {classification=1, sum=42.44625099004276}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0b,1.64005537E8,2.2205571E7,1,035,S,270359501001,270359501001,+46.7660456,-093.9941636,G5030,Block Group 1,27,950100,2021,"{groups=[{classification=0, sum=24.88827626996932}, {classification=1, sum=36.56845763999384}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0f,1.0871153E7,3477875.0,1,035,S,270359510001,270359510001,+46.4206515,-094.1606921,G5030,Block Group 1,27,951000,2021,"{groups=[{classification=0, sum=1.7857511100000287}, {classification=1, sum=2.0029323600000306}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c10,6652100.0,802648.0,1,035,S,270359512001,270359512001,+46.3720676,-094.2230653,G5030,Block Group 1,27,951200,2021,"{groups=[{classification=0, sum=1.569959820000025}, {classification=1, sum=0.9430878600000147}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,4.7256866E7,7429805.0,2,035,S,270359502042,270359502042,+46.6465537,-094.0672991,G5030,Block Group 2,27,950204,2021,"{groups=[{classification=0, sum=10.01118689999759}, {classification=1, sum=7.091923410000816}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,4.4270713E7,5835676.0,2,035,S,270359514002,270359514002,+46.2921148,-094.0894297,G5030,Block Group 2,27,951400,2021,"{groups=[{classification=0, sum=4.651848629999216}, {classification=1, sum=6.492503160000423}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,3.62960027E8,2.4172591E7,2,035,S,270359501002,270359501002,+46.6602112,-093.8979317,G5030,Block Group 2,27,950100,2021,"{groups=[{classification=0, sum=61.63742871020251}, {classification=1, sum=68.60425572016635}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,1.05330969E8,1.0457855E7,2,035,S,270359508002,270359508002,+46.4324053,-094.0390758,G5030,Block Group 2,27,950800,2021,"{groups=[{classification=0, sum=16.39562066998546}, {classification=1, sum=19.6363124099793}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,1.6084904E7,1.0362385E7,2,035,S,270359505012,270359505012,+46.5069832,-094.3077420,G5030,Block Group 2,27,950501,2021,"{groups=[{classification=0, sum=2.6874876599996047}, {classification=1, sum=3.11316290999934}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034d,2.176568E7,1.5866697E7,2,035,S,270359509002,270359509002,+46.4143511,-094.2320529,G5030,Block Group 2,27,950900,2021,"{groups=[{classification=0, sum=4.499648009999116}, {classification=1, sum=3.3661356299991825}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000830,8.4330591E7,8951361.0,2,035,S,270359517002,270359517002,+46.7532664,-094.3091721,G5030,Block Group 2,27,951700,2021,"{groups=[{classification=0, sum=10.065047849997487}, {classification=1, sum=17.18998280998395}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000832,397109.0,85752.0,2,035,S,270359513022,270359513022,+46.3536310,-094.2121480,G5030,Block Group 2,27,951302,2021,"{groups=[{classification=0, sum=0.11501919000000076}, {classification=1, sum=0.037528919999999945}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c01,3.8742945E7,3.3970925E7,2,035,S,270359504002,270359504002,+46.5612457,-094.1916370,G5030,Block Group 2,27,950400,2021,"{groups=[{classification=0, sum=5.341963769999668}, {classification=1, sum=8.344624860000756}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c06,1.03459865E8,1.616457E7,2,035,S,270359516002,270359516002,+46.2981252,-093.9125263,G5030,Block Group 2,27,951600,2021,"{groups=[{classification=0, sum=13.346395919991252}, {classification=1, sum=20.77851203997713}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0d,7.2729266E7,7455082.0,2,035,S,270359507002,270359507002,+46.5268709,-093.8636876,G5030,Block Group 2,27,950700,2021,"{groups=[{classification=0, sum=12.607979669992655}, {classification=1, sum=12.317130539993208}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c4b,1.420767E7,3513660.0,2,035,S,270359513012,270359513012,+46.3656303,-094.3019858,G5030,Block Group 2,27,951301,2021,"{groups=[{classification=0, sum=2.524514849999706}, {classification=1, sum=2.6103448799996527}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c4c,7.0066253E7,2.107926E7,2,035,S,270359505022,270359505022,+46.4882477,-094.1548425,G5030,Block Group 2,27,950502,2021,"{groups=[{classification=0, sum=10.14288560999734}, {classification=1, sum=14.071955039989874}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,1.3630926E7,1254751.0,3,035,S,270359513023,270359513023,+46.3353500,-094.2333081,G5030,Block Group 3,27,951302,2021,"{groups=[{classification=0, sum=2.5992251999996596}, {classification=1, sum=2.414013029999775}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034e,8928586.0,1714938.0,3,035,S,270359504003,270359504003,+46.6021378,-094.3186150,G5030,Block Group 3,27,950400,2021,"{groups=[{classification=0, sum=1.5543227700000248}, {classification=1, sum=1.6408477800000263}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082f,6.5341321E7,1.2902486E7,3,035,S,270359508003,270359508003,+46.3975674,-093.9016937,G5030,Block Group 3,27,950800,2021,"{groups=[{classification=0, sum=8.228563200000977}, {classification=1, sum=12.890489039992119}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093e,3.4878282E7,1.3221103E7,3,035,S,270359517003,270359517003,+46.6462223,-094.1669493,G5030,Block Group 3,27,951700,2021,"{groups=[{classification=0, sum=4.853392829999348}, {classification=1, sum=7.751111940001248}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000be5,1.5344444E7,2869017.0,3,035,S,270359509003,270359509003,+46.4149022,-094.3116272,G5030,Block Group 3,27,950900,2021,"{groups=[{classification=0, sum=2.6829702899996075}, {classification=1, sum=2.9349005399994508}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c04,2.01392866E8,1693660.0,3,035,S,270359514003,270359514003,+46.2072207,-094.1807915,G5030,Block Group 3,27,951400,2021,"{groups=[{classification=0, sum=22.408935119974032}, {classification=1, sum=19.364922719979816}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c09,8993106.0,2851556.0,3,035,S,270359507003,270359507003,+46.5110785,-093.9391106,G5030,Block Group 3,27,950700,2021,"{groups=[{classification=0, sum=1.1720837700000184}, {classification=1, sum=2.166600149999929}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000816,8.4982764E7,269364.0,4,035,S,270359514004,270359514004,+46.2879292,-094.2176944,G5030,Block Group 4,27,951400,2021,"{groups=[{classification=0, sum=12.80048912999229}, {classification=1, sum=12.087787139993644}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c08,7.5695499E7,5755161.0,4,035,S,270359508004,270359508004,+46.3708675,-094.0301066,G5030,Block Group 4,27,950800,2021,"{groups=[{classification=0, sum=10.638406349996398}, {classification=1, sum=11.018907899995675}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0c,2.4023572E7,2586781.0,4,035,S,270359509004,270359509004,+46.4002835,-094.2100090,G5030,Block Group 4,27,950900,2021,"{groups=[{classification=0, sum=4.70466710999925}, {classification=1, sum=3.944011499998823}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0e,3271371.0,2488596.0,4,035,S,270359507004,270359507004,+46.4810212,-093.9476169,G5030,Block Group 4,27,950700,2021,"{groups=[{classification=0, sum=0.6157522800000091}, {classification=1, sum=0.4705014600000067}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034c,1.651984E7,2138811.0,5,035,S,270359507005,270359507005,+46.5279765,-093.9753957,G5030,Block Group 5,27,950700,2021,"{groups=[{classification=0, sum=2.594012849999663}, {classification=1, sum=3.4717725899991168}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c03,3.9101484E7,87999.0,5,035,S,270359508005,270359508005,+46.3556699,-094.1190448,G5030,Block Group 5,27,950800,2021,"{groups=[{classification=0, sum=5.10115319999951}, {classification=1, sum=5.785361009999959}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000372,743561.0,1235.0,1,037,S,270370606031,270370606031,+44.9138048,-093.1114350,G5030,Block Group 1,27,060603,2021,"{groups=[{classification=0, sum=0.11814660000000081}, {classification=1, sum=0.17027010000000167}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000477,1.012251E7,1924496.0,1,037,S,270370606051,270370606051,+44.8730429,-093.1560209,G5030,Block Group 1,27,060605,2021,"{groups=[{classification=0, sum=2.2910015699998514}, {classification=1, sum=1.624168260000026}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000047b,1547303.0,17716.0,1,037,S,270370601051,270370601051,+44.8928007,-093.0752105,G5030,Block Group 1,27,060105,2021,"{groups=[{classification=0, sum=0.3888413100000053}, {classification=1, sum=0.20050173000000218}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000495,935218.0,13578.0,1,037,S,270370607471,270370607471,+44.7958318,-093.2451724,G5030,Block Group 1,27,060747,2021,"{groups=[{classification=0, sum=0.2015442000000022}, {classification=1, sum=0.14942070000000132}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b5,864714.0,6365.0,1,037,S,270370607501,270370607501,+44.8172418,-093.1996869,G5030,Block Group 1,27,060750,2021,"{groups=[{classification=0, sum=0.16888014000000165}, {classification=1, sum=0.15706548000000145}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b7,6467539.0,17978.0,1,037,S,270370609061,270370609061,+44.6775859,-093.1931841,G5030,Block Group 1,27,060906,2021,"{groups=[{classification=0, sum=0.4711964400000067}, {classification=1, sum=0.4055208300000056}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051c,2.019358E7,137334.0,1,037,S,270370609051,270370609051,+44.6375096,-093.1027981,G5030,Block Group 1,27,060905,2021,"{groups=[{classification=0, sum=1.3962148200000222}, {classification=1, sum=1.0025086500000155}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cd,6.9384548E7,4701672.0,1,037,S,270370610031,270370610031,+44.7594124,-093.0527133,G5030,Block Group 1,27,061003,2021,"{groups=[{classification=0, sum=5.214434939999585}, {classification=1, sum=5.6991834899999025}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d0,800088.0,182312.0,1,037,S,270370607091,270370607091,+44.7517138,-093.3243397,G5030,Block Group 1,27,060709,2021,"{groups=[{classification=0, sum=0.14629329000000127}, {classification=1, sum=0.12023154000000084}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d2,1.4975264E8,4540159.0,1,037,S,270370615021,270370615021,+44.5092230,-093.1692510,G5030,Block Group 1,27,061502,2021,"{groups=[{classification=0, sum=4.820381279999326}, {classification=1, sum=4.067370449998832}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d3,4.978211E7,1.0475932E7,1,037,S,270370610011,270370610011,+44.7352764,-092.9419671,G5030,Block Group 1,27,061001,2021,"{groups=[{classification=0, sum=1.6644771000000267}, {classification=1, sum=2.77575011999955}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d5,1544369.0,98975.0,1,037,S,270370607321,270370607321,+44.7963538,-093.1124393,G5030,Block Group 1,27,060732,2021,"{groups=[{classification=0, sum=0.2369881800000028}, {classification=1, sum=0.3162159000000041}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9,611259.0,15142.0,1,037,S,270370601031,270370601031,+44.9070691,-093.0989937,G5030,Block Group 1,27,060103,2021,"{groups=[{classification=0, sum=0.13343616000000105}, {classification=1, sum=0.1056369600000006}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ee,3251478.0,49221.0,1,037,S,270370611071,270370611071,+44.7236517,-092.8918480,G5030,Block Group 1,27,061107,2021,"{groups=[{classification=0, sum=0.429497640000006}, {classification=1, sum=0.370076850000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f0,713661.0,44012.0,1,037,S,270370611081,270370611081,+44.7372830,-092.8512020,G5030,Block Group 1,27,061108,2021,"{groups=[{classification=0, sum=0.19355193000000206}, {classification=1, sum=0.08027019000000017}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000800,1187469.0,262586.0,1,037,S,270370602021,270370602021,+44.9089998,-093.0483291,G5030,Block Group 1,27,060202,2021,"{groups=[{classification=0, sum=0.249150330000003}, {classification=1, sum=0.14698827000000128}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000817,2367747.0,226208.0,1,037,S,270370603011,270370603011,+44.8878276,-093.0283334,G5030,Block Group 1,27,060301,2021,"{groups=[{classification=0, sum=0.7679529000000117}, {classification=1, sum=0.1542855600000014}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081a,2039554.0,618721.0,1,037,S,270370604021,270370604021,+44.8724241,-093.0228421,G5030,Block Group 1,27,060402,2021,"{groups=[{classification=0, sum=0.5601538800000082}, {classification=1, sum=0.20918898000000233}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083c,1001520.0,245642.0,1,037,S,270370608121,270370608121,+44.7245915,-093.2412232,G5030,Block Group 1,27,060812,2021,"{groups=[{classification=0, sum=0.22830093000000265}, {classification=1, sum=0.1483782300000013}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083e,2168381.0,87055.0,1,037,S,270370608141,270370608141,+44.7119769,-093.2729992,G5030,Block Group 1,27,060814,2021,"{groups=[{classification=0, sum=0.5000381100000072}, {classification=1, sum=0.311698530000004}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083f,1691354.0,441704.0,1,037,S,270370605021,270370605021,+44.8595538,-093.0180336,G5030,Block Group 1,27,060502,2021,"{groups=[{classification=0, sum=0.41281812000000573}, {classification=1, sum=0.19876428000000215}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000841,1207078.0,76755.0,1,037,S,270370605051,270370605051,+44.8766385,-093.0764845,G5030,Block Group 1,27,060505,2021,"{groups=[{classification=0, sum=0.33150546000000436}, {classification=1, sum=0.14073345000000118}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008bb,1580829.0,4164.0,1,037,S,270370607111,270370607111,+44.7651280,-093.2856061,G5030,Block Group 1,27,060711,2021,"{groups=[{classification=0, sum=0.3631270500000049}, {classification=1, sum=0.25262523000000303}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c7,1192644.0,20404.0,1,037,S,270370607381,270370607381,+44.7720043,-093.2541621,G5030,Block Group 1,27,060738,2021,"{groups=[{classification=0, sum=0.18729711000000196}, {classification=1, sum=0.2693047500000033}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c8,2834097.0,168789.0,1,037,S,270370607141,270370607141,+44.7768957,-093.2365973,G5030,Block Group 1,27,060714,2021,"{groups=[{classification=0, sum=0.31969080000000416}, {classification=1, sum=0.782199990000012}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ca,1029360.0,40038.0,1,037,S,270370607371,270370607371,+44.7778715,-093.2681293,G5030,Block Group 1,27,060737,2021,"{groups=[{classification=0, sum=0.2672198100000033}, {classification=1, sum=0.12544389000000092}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008cc,6998266.0,311009.0,1,037,S,270370607171,270370607171,+44.8449091,-093.1367284,G5030,Block Group 1,27,060717,2021,"{groups=[{classification=0, sum=2.125943819999954}, {classification=1, sum=0.5399994600000079}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ce,1082686.0,10448.0,1,037,S,270370607101,270370607101,+44.7627768,-093.2936023,G5030,Block Group 1,27,060710,2021,"{groups=[{classification=0, sum=0.2133588600000024}, {classification=1, sum=0.20362914000000223}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008cf,983942.0,54860.0,1,037,S,270370607411,270370607411,+44.7391269,-093.2640511,G5030,Block Group 1,27,060741,2021,"{groups=[{classification=0, sum=0.23316579000000273}, {classification=1, sum=0.13899600000000115}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d3,4200461.0,1461586.0,1,037,S,270370608131,270370608131,+44.7081420,-093.3058890,G5030,Block Group 1,27,060813,2021,"{groups=[{classification=0, sum=0.66335841000001}, {classification=1, sum=0.964632240000015}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d7,2784998.0,98333.0,1,037,S,270370607341,270370607341,+44.7801404,-093.1950032,G5030,Block Group 1,27,060734,2021,"{groups=[{classification=0, sum=0.3738992400000051}, {classification=1, sum=0.7064471700000107}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d9,2410274.0,76737.0,1,037,S,270370610041,270370610041,+44.7459176,-093.1354370,G5030,Block Group 1,27,061004,2021,"{groups=[{classification=0, sum=0.45451692000000643}, {classification=1, sum=0.4527794700000064}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008dc,1234529.0,60598.0,1,037,S,270370607331,270370607331,+44.8013168,-093.1876925,G5030,Block Group 1,27,060733,2021,"{groups=[{classification=0, sum=0.22204611000000254}, {classification=1, sum=0.248802840000003}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008dd,3209165.0,48076.0,1,037,S,270370607281,270370607281,+44.8263533,-093.1173474,G5030,Block Group 1,27,060728,2021,"{groups=[{classification=0, sum=0.5111577900000074}, {classification=1, sum=0.5799608100000085}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e0,6186167.0,1085778.0,1,037,S,270370607311,270370607311,+44.7827351,-093.1413627,G5030,Block Group 1,27,060731,2021,"{groups=[{classification=0, sum=0.5271423300000077}, {classification=1, sum=1.6550948700000265}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e6,2561472.0,26003.0,1,037,S,270370608161,270370608161,+44.7021003,-093.2491690,G5030,Block Group 1,27,060816,2021,"{groups=[{classification=0, sum=0.42706521000000597}, {classification=1, sum=0.44860959000000633}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ea,3241042.0,36878.0,1,037,S,270370608291,270370608291,+44.7258092,-093.1860771,G5030,Block Group 1,27,060829,2021,"{groups=[{classification=0, sum=0.8322385500000128}, {classification=1, sum=0.1956368700000021}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008eb,3368481.0,76706.0,1,037,S,270370608231,270370608231,+44.7446230,-093.1971770,G5030,Block Group 1,27,060823,2021,"{groups=[{classification=0, sum=0.8649026100000133}, {classification=1, sum=0.3593046600000048}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
