system:index,GEOID,Year,sq_miles,.geo
0000000000000000027d,270531099004,2021,"{groups=[{classification=0, sum=0.2915441100000037}, {classification=1, sum=0.33567534000000443}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e,270531100001,2021,"{groups=[{classification=0, sum=0.05455592999999989}, {classification=1, sum=0.022586849999999988}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027f,270531090002,2021,"{groups=[{classification=0, sum=0.05420843999999989}, {classification=1, sum=0.11084931000000069}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000280,270531091001,2021,"{groups=[{classification=0, sum=0.2140538400000024}, {classification=1, sum=0.24046308000000285}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000281,270531055001,2021,"{groups=[{classification=0, sum=0.0517760099999999}, {classification=1, sum=0.011467170000000004}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282,270531055004,2021,"{groups=[{classification=0, sum=0.06776054999999996}, {classification=1, sum=0.040308839999999936}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000283,270531060001,2021,"{groups=[{classification=0, sum=0.1237064400000009}, {classification=1, sum=0.013899600000000008}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000284,270531054001,2021,"{groups=[{classification=0, sum=0.029884139999999965}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000285,270531060002,2021,"{groups=[{classification=0, sum=0.07123545000000002}, {classification=1, sum=0.017721990000000003}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000286,270531062002,2021,"{groups=[{classification=0, sum=0.04830110999999991}, {classification=1, sum=0.027104219999999974}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287,270531065003,2021,"{groups=[{classification=0, sum=0.07436286000000007}, {classification=1, sum=0.07019298}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000288,270531111002,2021,"{groups=[{classification=0, sum=0.08965242000000033}, {classification=1, sum=0.0816601500000002}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000289,270531111004,2021,"{groups=[{classification=0, sum=0.07262541000000004}, {classification=1, sum=0.046563659999999917}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028a,270531112001,2021,"{groups=[{classification=0, sum=0.11258676000000072}, {classification=1, sum=0.07297290000000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b,270531112002,2021,"{groups=[{classification=0, sum=0.08409258000000024}, {classification=1, sum=0.03926636999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028c,270531112003,2021,"{groups=[{classification=0, sum=0.07853274000000014}, {classification=1, sum=0.04864859999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028d,270531113001,2021,"{groups=[{classification=0, sum=0.07922772000000015}, {classification=1, sum=0.04552118999999992}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e,270531113002,2021,"{groups=[{classification=0, sum=0.10216206000000054}, {classification=1, sum=0.08270262000000021}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028f,270531113003,2021,"{groups=[{classification=0, sum=0.05420843999999989}, {classification=1, sum=0.07644780000000011}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000290,270531113005,2021,"{groups=[{classification=0, sum=0.0820076400000002}, {classification=1, sum=0.04760612999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000291,270531111003,2021,"{groups=[{classification=0, sum=0.0993821400000005}, {classification=1, sum=0.04795361999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000292,270531114001,2021,"{groups=[{classification=0, sum=0.06602309999999993}, {classification=1, sum=0.0514285199999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293,270531114002,2021,"{groups=[{classification=0, sum=0.06254819999999987}, {classification=1, sum=0.06498062999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000294,270531114003,2021,"{groups=[{classification=0, sum=0.06810803999999997}, {classification=1, sum=0.0524709899999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000295,270531114004,2021,"{groups=[{classification=0, sum=0.11467170000000075}, {classification=1, sum=0.07366788000000006}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000296,270531066001,2021,"{groups=[{classification=0, sum=0.09694971000000045}, {classification=1, sum=0.031274099999999964}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000297,270531066002,2021,"{groups=[{classification=0, sum=0.07297290000000005}, {classification=1, sum=0.03162158999999996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000298,270531074001,2021,"{groups=[{classification=0, sum=0.15150564000000136}, {classification=1, sum=0.03231656999999996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299,270531074002,2021,"{groups=[{classification=0, sum=0.09451728000000041}, {classification=1, sum=0.04586867999999992}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a,270531075002,2021,"{groups=[{classification=0, sum=0.28216188000000353}, {classification=1, sum=0.07332039000000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b,270531076001,2021,"{groups=[{classification=0, sum=0.07123545000000002}, {classification=1, sum=0.07193043000000003}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c,270531258001,2021,"{groups=[{classification=0, sum=0.060115769999999874}, {classification=1, sum=0.020849399999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029d,270531076002,2021,"{groups=[{classification=0, sum=0.10841688000000065}, {classification=1, sum=0.12474891000000092}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029e,270531076003,2021,"{groups=[{classification=0, sum=0.05837831999999988}, {classification=1, sum=0.04239377999999993}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029f,270531080001,2021,"{groups=[{classification=0, sum=0.04135130999999993}, {classification=1, sum=0.004517369999999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a0,270531080002,2021,"{groups=[{classification=0, sum=0.07158294000000003}, {classification=1, sum=0.01841697}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a1,270531080003,2021,"{groups=[{classification=0, sum=0.03961385999999994}, {classification=1, sum=0.02223935999999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a2,270531080004,2021,"{groups=[{classification=0, sum=0.03891887999999994}, {classification=1, sum=0.027799199999999972}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a3,270531086001,2021,"{groups=[{classification=0, sum=0.04517369999999992}, {classification=1, sum=0.017374500000000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a4,270531086002,2021,"{groups=[{classification=0, sum=0.08965242000000033}, {classification=1, sum=0.03162158999999996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a5,270531086003,2021,"{groups=[{classification=0, sum=0.047258639999999914}, {classification=1, sum=0.029536649999999966}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a6,270531087003,2021,"{groups=[{classification=0, sum=0.11571417000000077}, {classification=1, sum=0.037528919999999945}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a7,270531088001,2021,"{groups=[{classification=0, sum=0.1417759200000012}, {classification=1, sum=0.05594588999999989}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a8,270531088002,2021,"{groups=[{classification=0, sum=0.12092652000000086}, {classification=1, sum=0.014247090000000009}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a9,270531088003,2021,"{groups=[{classification=0, sum=0.05525090999999989}, {classification=1, sum=0.04135130999999993}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002aa,270531088004,2021,"{groups=[{classification=0, sum=0.03613895999999995}, {classification=1, sum=0.03822389999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ab,270531089001,2021,"{groups=[{classification=0, sum=0.056640869999999885}, {classification=1, sum=0.03683393999999995}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ac,270531051002,2021,"{groups=[{classification=0, sum=0.22413105000000258}, {classification=1, sum=0.09903465000000049}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ad,270531051003,2021,"{groups=[{classification=0, sum=0.1598454000000015}, {classification=1, sum=0.14386086000000123}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae,270531052041,2021,"{groups=[{classification=0, sum=0.11084931000000069}, {classification=1, sum=0.00208494}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af,270531102004,2021,"{groups=[{classification=0, sum=0.10876437000000065}, {classification=1, sum=0.03996134999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0,270531104001,2021,"{groups=[{classification=0, sum=0.1250964000000009}, {classification=1, sum=0.05455592999999989}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b1,270531104002,2021,"{groups=[{classification=0, sum=0.14003847000000116}, {classification=1, sum=0.06880301999999998}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b2,270531100002,2021,"{groups=[{classification=0, sum=0.06289568999999988}, {classification=1, sum=0.030579119999999963}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b3,270531101001,2021,"{groups=[{classification=0, sum=0.10146708000000053}, {classification=1, sum=0.04204628999999993}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b4,270531101003,2021,"{groups=[{classification=0, sum=0.06706556999999995}, {classification=1, sum=0.023281829999999986}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b5,270531102002,2021,"{groups=[{classification=0, sum=0.06359066999999989}, {classification=1, sum=0.027799199999999972}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6,270531105003,2021,"{groups=[{classification=0, sum=0.14003847000000116}, {classification=1, sum=0.04795361999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7,270531105004,2021,"{groups=[{classification=0, sum=0.06949799999999999}, {classification=1, sum=0.04308875999999993}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b8,270531105005,2021,"{groups=[{classification=0, sum=0.0816601500000002}, {classification=1, sum=0.05559839999999989}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b9,270531105001,2021,"{groups=[{classification=0, sum=0.06532811999999992}, {classification=1, sum=0.06150572999999987}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ba,270531109003,2021,"{groups=[{classification=0, sum=0.10772190000000063}, {classification=1, sum=0.03822389999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bb,270531109001,2021,"{groups=[{classification=0, sum=0.10250955000000055}, {classification=1, sum=0.041003819999999934}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bc,270531111001,2021,"{groups=[{classification=0, sum=0.16401528000000157}, {classification=1, sum=0.19702683000000212}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bd,270531067002,2021,"{groups=[{classification=0, sum=0.07088796000000001}, {classification=1, sum=0.015289560000000011}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002be,270531070001,2021,"{groups=[{classification=0, sum=0.0521234999999999}, {classification=1, sum=0.008687249999999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bf,270531070003,2021,"{groups=[{classification=0, sum=0.053513459999999895}, {classification=1, sum=0.007992269999999998}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c0,270531260001,2021,"{groups=[{classification=0, sum=0.029884139999999965}, {classification=1, sum=0.00243243}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c1,270190912012,2021,"{groups=[{classification=0, sum=0.5757909300000085}, {classification=1, sum=0.21127392000000236}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c2,270190912022,2021,"{groups=[{classification=0, sum=1.803125610000029}, {classification=1, sum=0.7606556100000116}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c3,270530262062,2021,"{groups=[{classification=0, sum=0.16158285000000153}, {classification=1, sum=0.24115806000000287}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c4,270530262063,2021,"{groups=[{classification=0, sum=0.11258676000000072}, {classification=1, sum=0.35478729000000475}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c5,270530262071,2021,"{groups=[{classification=0, sum=0.29536650000000375}, {classification=1, sum=0.5625863100000082}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c6,270530262072,2021,"{groups=[{classification=0, sum=0.33741279000000446}, {classification=1, sum=0.4652891100000066}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c7,270530262081,2021,"{groups=[{classification=0, sum=0.5174126100000075}, {classification=1, sum=0.5288797800000077}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c8,270530263022,2021,"{groups=[{classification=0, sum=0.10945935000000066}, {classification=1, sum=0.2567951100000031}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c9,270530263021,2021,"{groups=[{classification=0, sum=0.21857121000000249}, {classification=1, sum=0.32455566000000424}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ca,270530251002,2021,"{groups=[{classification=0, sum=0.29571399000000376}, {classification=1, sum=0.020154419999999996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cb,270530265051,2021,"{groups=[{classification=0, sum=0.21196890000000237}, {classification=1, sum=0.21196890000000237}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc,270530265052,2021,"{groups=[{classification=0, sum=0.11293425000000072}, {classification=1, sum=0.13830102000000113}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd,270530266114,2021,"{groups=[{classification=0, sum=0.21579129000000244}, {classification=1, sum=0.08930493000000032}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ce,270530266113,2021,"{groups=[{classification=0, sum=0.13343616000000105}, {classification=1, sum=0.059768279999999875}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cf,270030502171,2021,"{groups=[{classification=0, sum=1.7305002000000278}, {classification=1, sum=3.036020129999388}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d0,270030508183,2021,"{groups=[{classification=0, sum=0.3328954200000044}, {classification=1, sum=0.4757138100000068}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d1,270030508161,2021,"{groups=[{classification=0, sum=1.4055970500000223}, {classification=1, sum=0.8183389500000126}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d2,270030504011,2021,"{groups=[{classification=0, sum=0.6122773800000091}, {classification=1, sum=0.28250937000000353}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d3,270030502271,2021,"{groups=[{classification=0, sum=0.4347099900000061}, {classification=1, sum=0.16505775000000159}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d4,270030504012,2021,"{groups=[{classification=0, sum=0.3151734300000041}, {classification=1, sum=0.04934357999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d5,270530260192,2021,"{groups=[{classification=0, sum=0.07505784000000008}, {classification=1, sum=0.03335903999999996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d6,270530261041,2021,"{groups=[{classification=0, sum=0.5285322900000077}, {classification=1, sum=0.21509631000000243}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7,270530263023,2021,"{groups=[{classification=0, sum=0.5528565900000081}, {classification=1, sum=0.5181075900000075}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d8,270530262022,2021,"{groups=[{classification=0, sum=0.28459431000000357}, {classification=1, sum=0.5608488600000082}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d9,270530268191,2021,"{groups=[{classification=0, sum=0.12648636000000094}, {classification=1, sum=0.07888023000000015}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002da,270030502272,2021,"{groups=[{classification=0, sum=0.23907312000000283}, {classification=1, sum=0.19772181000000214}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002db,270030505011,2021,"{groups=[{classification=0, sum=0.09277983000000038}, {classification=1, sum=0.0524709899999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dc,270030504022,2021,"{groups=[{classification=0, sum=0.07783776000000013}, {classification=1, sum=0.07853274000000014}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dd,270030502301,2021,"{groups=[{classification=0, sum=0.8968716900000139}, {classification=1, sum=0.9990337500000156}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002de,270030502371,2021,"{groups=[{classification=0, sum=0.44409222000000625}, {classification=1, sum=0.6748255800000101}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002df,271230306021,2021,"{groups=[{classification=0, sum=0.17965233000000183}, {classification=1, sum=0.2071040400000023}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e0,271230365004,2021,"{groups=[{classification=0, sum=0.06081074999999987}, {classification=1, sum=0.06567560999999993}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e1,271230405023,2021,"{groups=[{classification=0, sum=0.10841688000000065}, {classification=1, sum=0.10737441000000063}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e2,271230426011,2021,"{groups=[{classification=0, sum=0.12613887000000093}, {classification=1, sum=0.12023154000000084}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e3,270530262012,2021,"{groups=[{classification=0, sum=0.3586096800000048}, {classification=1, sum=0.606022560000009}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e4,270530263012,2021,"{groups=[{classification=0, sum=0.39127374000000537}, {classification=1, sum=0.5094203400000074}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e5,270530263011,2021,"{groups=[{classification=0, sum=0.3408876900000045}, {classification=1, sum=0.2077990200000023}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e6,270530264043,2021,"{groups=[{classification=0, sum=0.3030112800000039}, {classification=1, sum=0.44965206000000635}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e7,270530267121,2021,"{groups=[{classification=0, sum=0.32525064000000425}, {classification=1, sum=0.2432430000000029}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e8,270530248022,2021,"{groups=[{classification=0, sum=0.09312732000000039}, {classification=1, sum=0.010772190000000003}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e9,270030508213,2021,"{groups=[{classification=0, sum=0.1601928900000015}, {classification=1, sum=0.04934357999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ea,270030508211,2021,"{groups=[{classification=0, sum=0.12683385000000094}, {classification=1, sum=0.12023154000000084}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002eb,270030508202,2021,"{groups=[{classification=0, sum=0.14455584000000124}, {classification=1, sum=0.16262532000000154}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ec,270030508212,2021,"{groups=[{classification=0, sum=0.43783740000000615}, {classification=1, sum=0.2974514400000038}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ed,270030507041,2021,"{groups=[{classification=0, sum=0.26513487000000324}, {classification=1, sum=0.12857130000000097}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ee,270030507021,2021,"{groups=[{classification=0, sum=0.2077990200000023}, {classification=1, sum=0.16332030000000156}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ef,270530266051,2021,"{groups=[{classification=0, sum=0.2675673000000033}, {classification=1, sum=0.2967564600000038}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f0,270530266052,2021,"{groups=[{classification=0, sum=0.5855206500000086}, {classification=1, sum=0.2849418000000036}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f1,270530267071,2021,"{groups=[{classification=0, sum=0.3871038600000053}, {classification=1, sum=0.15880293000000148}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f2,270530267112,2021,"{groups=[{classification=0, sum=0.189729540000002}, {classification=1, sum=0.1539380700000014}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f3,270030510011,2021,"{groups=[{classification=0, sum=0.489960900000007}, {classification=1, sum=0.20536659000000226}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f4,270030508102,2021,"{groups=[{classification=0, sum=0.19841679000000215}, {classification=1, sum=0.16714269000000162}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f5,270030509012,2021,"{groups=[{classification=0, sum=0.32003829000000417}, {classification=1, sum=0.22760595000000264}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f6,270030510012,2021,"{groups=[{classification=0, sum=0.27868698000000347}, {classification=1, sum=0.11258676000000072}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f7,270030508181,2021,"{groups=[{classification=0, sum=0.19876428000000215}, {classification=1, sum=0.15081066000000135}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f8,270030502352,2021,"{groups=[{classification=0, sum=1.2481840800000197}, {classification=1, sum=1.8899981100000305}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f9,270530268111,2021,"{groups=[{classification=0, sum=0.16088787000000151}, {classification=1, sum=0.20397663000000224}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fa,270530268122,2021,"{groups=[{classification=0, sum=0.20432412000000225}, {classification=1, sum=0.04447871999999992}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fb,270530268232,2021,"{groups=[{classification=0, sum=0.1838222100000019}, {classification=1, sum=0.10459449000000058}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fc,270530203011,2021,"{groups=[{classification=0, sum=0.32003829000000417}, {classification=1, sum=0.1949418900000021}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fd,270530268222,2021,"{groups=[{classification=0, sum=0.3290730300000043}, {classification=1, sum=0.2967564600000038}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fe,270530269084,2021,"{groups=[{classification=0, sum=0.14559831000000126}, {classification=1, sum=0.1237064400000009}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ff,270030502161,2021,"{groups=[{classification=0, sum=1.1008483200000172}, {classification=1, sum=2.8230087599995204}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000300,270030508191,2021,"{groups=[{classification=0, sum=1.143937080000018}, {classification=1, sum=1.3020450300000206}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000301,270030508192,2021,"{groups=[{classification=0, sum=0.12440142000000091}, {classification=1, sum=0.06949799999999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000302,270030506061,2021,"{groups=[{classification=0, sum=0.20640906000000228}, {classification=1, sum=0.3214282500000042}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000303,270030508182,2021,"{groups=[{classification=0, sum=0.1772199000000018}, {classification=1, sum=0.09555975000000043}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000304,270030504021,2021,"{groups=[{classification=0, sum=0.13239369000000104}, {classification=1, sum=0.08339760000000022}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000305,270530272031,2021,{groups=[]},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000306,270530272033,2021,{groups=[]},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000307,270530275041,2021,"{groups=[{classification=0, sum=0.13274118000000104}, {classification=1, sum=0.2686097700000033}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000308,270530275031,2021,"{groups=[{classification=0, sum=0.36034713000000484}, {classification=1, sum=0.5639762700000083}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000309,270030502231,2021,"{groups=[{classification=0, sum=0.5003856000000072}, {classification=1, sum=0.5862156300000086}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030a,270030502332,2021,"{groups=[{classification=0, sum=0.34262514000000455}, {classification=1, sum=0.7133969700000108}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030b,270030505053,2021,"{groups=[{classification=0, sum=0.6188796900000092}, {classification=1, sum=0.5570264700000082}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030c,270531075001,2021,"{groups=[{classification=0, sum=0.10911186000000066}, {classification=1, sum=0.09868716000000048}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030d,270531090001,2021,"{groups=[{classification=0, sum=0.09625473000000044}, {classification=1, sum=0.06081074999999987}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030e,270531056001,2021,"{groups=[{classification=0, sum=0.01459458000000001}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030f,270530265103,2021,"{groups=[{classification=0, sum=0.14664078000000128}, {classification=1, sum=0.10806939000000064}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000310,270530264042,2021,"{groups=[{classification=0, sum=0.6560611200000098}, {classification=1, sum=0.7665629400000117}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000311,270530268121,2021,"{groups=[{classification=0, sum=0.22656348000000262}, {classification=1, sum=0.129613770000001}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000312,270531002003,2021,"{groups=[{classification=0, sum=0.06706556999999995}, {classification=1, sum=0.030926609999999962}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000313,270530006011,2021,"{groups=[{classification=0, sum=0.05907329999999988}, {classification=1, sum=0.047258639999999914}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000314,270530024002,2021,"{groups=[{classification=0, sum=0.12023154000000084}, {classification=1, sum=0.04621616999999992}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000315,270531025003,2021,"{groups=[{classification=0, sum=0.14664078000000128}, {classification=1, sum=0.020154419999999996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000316,270530033002,2021,"{groups=[{classification=0, sum=0.07853274000000014}, {classification=1, sum=0.03996134999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000317,270531052012,2021,"{groups=[{classification=0, sum=0.07158294000000003}, {classification=1, sum=0.013552110000000008}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000318,270531054002,2021,"{groups=[{classification=0, sum=0.03996134999999994}, {classification=1, sum=3.4749E-4}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000319,270530110004,2021,"{groups=[{classification=0, sum=0.1233589500000009}, {classification=1, sum=0.06498062999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031a,270530120033,2021,"{groups=[{classification=0, sum=0.08409258000000024}, {classification=1, sum=0.07054047000000001}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031b,270530119983,2021,"{groups=[{classification=0, sum=0.07436286000000007}, {classification=1, sum=0.04934357999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
