system:index,GEOID,Year,sq_miles,.geo
000000000000000004af,270530276021,2021,{groups=[]},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b0,270530276022,2021,{groups=[]},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b1,270530276024,2021,"{groups=[{classification=0, sum=0.28876419000000364}, {classification=1, sum=0.07888023000000015}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b2,270530276025,2021,"{groups=[{classification=0, sum=0.18868707000000198}, {classification=1, sum=0.10320453000000056}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b3,270531036001,2021,"{groups=[{classification=0, sum=0.07262541000000004}, {classification=1, sum=0.03544397999999995}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b4,270531036002,2021,"{groups=[{classification=0, sum=0.10285704000000055}, {classification=1, sum=0.02884166999999997}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b5,270531037001,2021,"{groups=[{classification=0, sum=0.09069489000000035}, {classification=1, sum=0.012162150000000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b6,270531039001,2021,"{groups=[{classification=0, sum=0.043436249999999926}, {classification=1, sum=0.005559839999999998}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b7,270530276026,2021,"{groups=[{classification=0, sum=0.21822372000000248}, {classification=1, sum=0.09277983000000038}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b8,270531025001,2021,"{groups=[{classification=0, sum=0.04308875999999993}, {classification=1, sum=0.017374500000000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b9,270531026001,2021,"{groups=[{classification=0, sum=0.10424700000000058}, {classification=1, sum=0.012162150000000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ba,270531026002,2021,"{groups=[{classification=0, sum=0.18243225000000188}, {classification=1, sum=0.04586867999999992}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bb,270531028001,2021,"{groups=[{classification=0, sum=0.06254819999999987}, {classification=1, sum=0.034748999999999954}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bc,270531028002,2021,"{groups=[{classification=0, sum=0.08061768000000018}, {classification=1, sum=0.04447871999999992}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bd,270531030001,2021,"{groups=[{classification=0, sum=0.08930493000000032}, {classification=1, sum=0.05525090999999989}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004be,270531031001,2021,"{groups=[{classification=0, sum=0.06289568999999988}, {classification=1, sum=0.01876446}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bf,270531034001,2021,"{groups=[{classification=0, sum=0.13934349000000115}, {classification=1, sum=0.02467178999999998}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c0,270531034002,2021,"{groups=[{classification=0, sum=0.08513505000000025}, {classification=1, sum=0.011119680000000003}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c1,270531034003,2021,"{groups=[{classification=0, sum=0.09694971000000045}, {classification=1, sum=0.013204620000000007}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c2,270530267131,2021,"{groups=[{classification=0, sum=0.43679493000000613}, {classification=1, sum=0.24428547000000292}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c3,270530267132,2021,"{groups=[{classification=0, sum=0.1838222100000019}, {classification=1, sum=0.15498054000000142}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c4,270530267133,2021,"{groups=[{classification=0, sum=0.14351337000000122}, {classification=1, sum=0.2140538400000024}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c5,270530267134,2021,"{groups=[{classification=0, sum=0.06150572999999987}, {classification=1, sum=0.1115442900000007}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c6,270531041002,2021,"{groups=[{classification=0, sum=0.07853274000000014}, {classification=1, sum=0.08061768000000018}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c7,270531044001,2021,"{groups=[{classification=0, sum=0.07540533000000009}, {classification=1, sum=0.00138996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c8,270531002002,2021,"{groups=[{classification=0, sum=0.12301146000000089}, {classification=1, sum=0.06081074999999987}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c9,270531002001,2021,"{groups=[{classification=0, sum=0.19702683000000212}, {classification=1, sum=0.07471035000000008}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ca,270531004003,2021,"{groups=[{classification=0, sum=0.23038587000000268}, {classification=1, sum=0.12266397000000089}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cb,270531005001,2021,"{groups=[{classification=0, sum=0.428107680000006}, {classification=1, sum=0.10737441000000063}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cc,270531005002,2021,"{groups=[{classification=0, sum=0.5313122100000077}, {classification=1, sum=0.08096517000000018}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cd,270531007002,2021,"{groups=[{classification=0, sum=0.05490341999999989}, {classification=1, sum=0.037181429999999946}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ce,270531008004,2021,"{groups=[{classification=0, sum=0.0528184799999999}, {classification=1, sum=0.04135130999999993}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cf,270531009001,2021,"{groups=[{classification=0, sum=0.28250937000000353}, {classification=1, sum=0.0882624600000003}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d0,270531009002,2021,"{groups=[{classification=0, sum=0.1056369600000006}, {classification=1, sum=0.07818525000000014}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d1,270531009003,2021,"{groups=[{classification=0, sum=0.09521226000000042}, {classification=1, sum=0.044131229999999924}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d2,270531012001,2021,"{groups=[{classification=0, sum=0.1000771200000005}, {classification=1, sum=0.04830110999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d3,270531012004,2021,"{groups=[{classification=0, sum=0.09104238000000035}, {classification=1, sum=0.03926636999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d4,270530268071,2021,"{groups=[{classification=0, sum=0.1598454000000015}, {classification=1, sum=0.09555975000000043}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d5,270530268075,2021,"{groups=[{classification=0, sum=0.2199611700000025}, {classification=1, sum=0.24150555000000287}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d6,270530268091,2021,"{groups=[{classification=0, sum=0.21718125000000246}, {classification=1, sum=0.0820076400000002}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d7,270531013001,2021,"{groups=[{classification=0, sum=0.06880301999999998}, {classification=1, sum=0.03857138999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d8,270531257001,2021,"{groups=[{classification=0, sum=0.0642856499999999}, {classification=1, sum=0.029189159999999967}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d9,270531016001,2021,"{groups=[{classification=0, sum=0.046911149999999915}, {classification=1, sum=0.03370652999999996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004da,270531018001,2021,"{groups=[{classification=0, sum=0.10633194000000061}, {classification=1, sum=0.04274126999999993}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004db,270531018002,2021,"{groups=[{classification=0, sum=0.130656240000001}, {classification=1, sum=0.02849417999999997}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004dc,270531019001,2021,"{groups=[{classification=0, sum=0.0823551300000002}, {classification=1, sum=0.040308839999999936}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004dd,270531019002,2021,"{groups=[{classification=0, sum=0.03683393999999995}, {classification=1, sum=0.012509640000000006}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004de,270531019003,2021,"{groups=[{classification=0, sum=0.05490341999999989}, {classification=1, sum=0.020154419999999996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004df,270531021001,2021,"{groups=[{classification=0, sum=0.08061768000000018}, {classification=1, sum=0.03648644999999995}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e0,270531021002,2021,"{groups=[{classification=0, sum=0.04899608999999991}, {classification=1, sum=0.04308875999999993}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e1,270531021003,2021,"{groups=[{classification=0, sum=0.046563659999999917}, {classification=1, sum=0.023976809999999984}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e2,270530268112,2021,"{groups=[{classification=0, sum=0.12683385000000094}, {classification=1, sum=0.09555975000000043}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e3,270530268113,2021,"{groups=[{classification=0, sum=0.19876428000000215}, {classification=1, sum=0.26027001000000316}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e4,270530268141,2021,"{groups=[{classification=0, sum=0.11119680000000069}, {classification=1, sum=0.07436286000000007}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e5,270530268142,2021,"{groups=[{classification=0, sum=0.10528947000000059}, {classification=1, sum=0.15150564000000136}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e6,270530268143,2021,"{groups=[{classification=0, sum=0.1779148800000018}, {classification=1, sum=0.130656240000001}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e7,270530268144,2021,"{groups=[{classification=0, sum=0.08895744000000032}, {classification=1, sum=0.06949799999999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e8,270530268145,2021,"{groups=[{classification=0, sum=0.1174516200000008}, {classification=1, sum=0.07436286000000007}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e9,270530268151,2021,"{groups=[{classification=0, sum=0.2672198100000033}, {classification=1, sum=0.3266406000000043}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ea,270530268152,2021,"{groups=[{classification=0, sum=0.26617734000000326}, {classification=1, sum=0.14907321000000132}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004eb,270530268153,2021,"{groups=[{classification=0, sum=0.2797294500000035}, {classification=1, sum=0.23038587000000268}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ec,270530268161,2021,"{groups=[{classification=0, sum=0.0993821400000005}, {classification=1, sum=0.06498062999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ed,270530268162,2021,"{groups=[{classification=0, sum=0.22030866000000252}, {classification=1, sum=0.10459449000000058}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ee,270530268165,2021,"{groups=[{classification=0, sum=0.48613851000000696}, {classification=1, sum=0.1542855600000014}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ef,270530268181,2021,"{groups=[{classification=0, sum=0.24706539000000297}, {classification=1, sum=0.14316588000000122}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f0,270530268182,2021,"{groups=[{classification=0, sum=0.1949418900000021}, {classification=1, sum=0.12822381000000097}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f1,270530268221,2021,"{groups=[{classification=0, sum=0.2567951100000031}, {classification=1, sum=0.33115797000000435}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f2,270530269032,2021,"{groups=[{classification=0, sum=0.28980666000000366}, {classification=1, sum=0.33810777000000447}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f3,270530269033,2021,"{groups=[{classification=0, sum=0.21544380000000243}, {classification=1, sum=0.20328165000000223}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f4,270530269061,2021,"{groups=[{classification=0, sum=0.25471017000000307}, {classification=1, sum=0.311698530000004}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f5,270530269062,2021,"{groups=[{classification=0, sum=0.3210807600000042}, {classification=1, sum=0.2922390900000037}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f6,270530269063,2021,"{groups=[{classification=0, sum=0.3172583700000041}, {classification=1, sum=0.2015442000000022}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f7,270530269072,2021,"{groups=[{classification=0, sum=0.2248260300000026}, {classification=1, sum=0.2567951100000031}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f8,270530269081,2021,"{groups=[{classification=0, sum=0.31378347000000406}, {classification=1, sum=0.1838222100000019}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f9,270530269082,2021,"{groups=[{classification=0, sum=0.19980675000000217}, {classification=1, sum=0.14942070000000132}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fa,270530269083,2021,"{groups=[{classification=0, sum=0.20293416000000222}, {classification=1, sum=0.12648636000000094}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fb,270530269102,2021,"{groups=[{classification=0, sum=0.3162159000000041}, {classification=1, sum=0.368339400000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fc,270530270021,2021,"{groups=[{classification=0, sum=0.3266406000000043}, {classification=1, sum=0.14003847000000116}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fd,270530270022,2021,"{groups=[{classification=0, sum=3.4509231899991297}, {classification=1, sum=3.1910006699992914}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fe,270530270023,2021,"{groups=[{classification=0, sum=2.4998430599997215}, {classification=1, sum=2.75941808999956}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ff,270530271011,2021,"{groups=[{classification=0, sum=2.8577577599994988}, {classification=1, sum=5.148064349999541}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000500,270530271012,2021,"{groups=[{classification=0, sum=1.2471416100000197}, {classification=1, sum=0.9218909700000143}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000501,270530271013,2021,"{groups=[{classification=0, sum=0.19911177000000216}, {classification=1, sum=0.04760612999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000502,270530271021,2021,"{groups=[{classification=0, sum=1.0111959000000157}, {classification=1, sum=0.8398833300000129}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000503,270530271023,2021,"{groups=[{classification=0, sum=2.1224689199999562}, {classification=1, sum=1.2968326800000205}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000504,270530271024,2021,"{groups=[{classification=0, sum=0.9128562300000141}, {classification=1, sum=0.726254100000011}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000505,270530272021,2021,"{groups=[{classification=0, sum=0.2977989300000038}, {classification=1, sum=0.18555966000000193}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000506,270530272022,2021,"{groups=[{classification=0, sum=0.131003730000001}, {classification=1, sum=0.21092643000000236}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000507,270530272032,2021,{groups=[]},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000508,270530273002,2021,"{groups=[{classification=0, sum=0.6734356200000101}, {classification=1, sum=0.7356363300000112}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000509,270530273004,2021,"{groups=[{classification=0, sum=0.22169862000000254}, {classification=1, sum=0.252277740000003}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050a,270370604023,2021,"{groups=[{classification=0, sum=0.1424709000000012}, {classification=1, sum=0.07644780000000011}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050b,270190906011,2021,"{groups=[{classification=0, sum=0.3520073700000047}, {classification=1, sum=0.12544389000000092}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050c,270190906022,2021,"{groups=[{classification=0, sum=0.15567552000000143}, {classification=1, sum=0.3992660100000055}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050d,270190906021,2021,"{groups=[{classification=0, sum=0.23247081000000272}, {classification=1, sum=0.3801540600000052}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050e,270190906012,2021,"{groups=[{classification=0, sum=0.12787632000000096}, {classification=1, sum=0.12718134000000095}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050f,270190907021,2021,"{groups=[{classification=0, sum=0.19424691000000208}, {classification=1, sum=0.25401519000000305}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000510,271230346022,2021,"{groups=[{classification=0, sum=0.08478756000000025}, {classification=1, sum=0.07471035000000008}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000511,271230365002,2021,"{groups=[{classification=0, sum=0.07957521000000016}, {classification=1, sum=0.04552118999999992}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000512,271230424021,2021,"{groups=[{classification=0, sum=0.2251735200000026}, {classification=1, sum=0.21613878000000245}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000513,271230428001,2021,"{groups=[{classification=0, sum=0.34297263000000455}, {classification=1, sum=0.06081074999999987}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000514,271230315001,2021,"{groups=[{classification=0, sum=0.11084931000000069}, {classification=1, sum=0.0757528200000001}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000515,271230342011,2021,"{groups=[{classification=0, sum=0.037181429999999946}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000516,271230428002,2021,"{groups=[{classification=0, sum=0.04830110999999991}, {classification=1, sum=0.004864859999999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000517,271230330001,2021,"{groups=[{classification=0, sum=0.27173718000000335}, {classification=1, sum=0.03996134999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000518,271230344001,2021,"{groups=[{classification=0, sum=0.2616599700000032}, {classification=1, sum=0.12127401000000086}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000519,271230372004,2021,"{groups=[{classification=0, sum=0.07749027000000012}, {classification=1, sum=0.05837831999999988}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051a,271239800001,2021,"{groups=[{classification=0, sum=1.805558040000029}, {classification=1, sum=0.8166015000000125}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051b,271230346011,2021,"{groups=[{classification=0, sum=0.1546330500000014}, {classification=1, sum=0.20884149000000232}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051c,271230374021,2021,"{groups=[{classification=0, sum=0.09486477000000042}, {classification=1, sum=0.09069489000000035}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051d,271230425014,2021,"{groups=[{classification=0, sum=0.782199990000012}, {classification=1, sum=0.4830111000000069}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051e,271230425013,2021,"{groups=[{classification=0, sum=0.15776046000000146}, {classification=1, sum=0.16193034000000153}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051f,271230346023,2021,"{groups=[{classification=0, sum=0.10250955000000055}, {classification=1, sum=0.06289568999999988}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000520,271230346013,2021,"{groups=[{classification=0, sum=0.10181457000000053}, {classification=1, sum=0.0761003100000001}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000521,271230426013,2021,"{groups=[{classification=0, sum=0.07992270000000017}, {classification=1, sum=0.06845552999999997}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000522,271230346021,2021,"{groups=[{classification=0, sum=0.12162150000000087}, {classification=1, sum=0.04899608999999991}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000523,271230427002,2021,"{groups=[{classification=0, sum=0.15915042000000149}, {classification=1, sum=0.1716600600000017}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000524,271230322001,2021,"{groups=[{classification=0, sum=0.06671807999999994}, {classification=1, sum=0.04308875999999993}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000525,271230306012,2021,"{groups=[{classification=0, sum=0.07818525000000014}, {classification=1, sum=0.037528919999999945}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000526,271230335001,2021,"{groups=[{classification=0, sum=0.09312732000000039}, {classification=1, sum=0.027799199999999972}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000527,271230422011,2021,"{groups=[{classification=0, sum=0.08999991000000034}, {classification=1, sum=0.07436286000000007}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000528,271230307022,2021,"{groups=[{classification=0, sum=0.06741305999999996}, {classification=1, sum=0.03857138999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000529,271230371003,2021,"{groups=[{classification=0, sum=0.11258676000000072}, {classification=1, sum=0.0997296300000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052a,271230316002,2021,"{groups=[{classification=0, sum=0.11606166000000077}, {classification=1, sum=0.03231656999999996}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052b,271230346012,2021,"{groups=[{classification=0, sum=0.10528947000000059}, {classification=1, sum=0.09243234000000038}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052c,271230310001,2021,"{groups=[{classification=0, sum=0.08721999000000029}, {classification=1, sum=0.037876409999999944}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052d,271230409011,2021,"{groups=[{classification=0, sum=0.1480307400000013}, {classification=1, sum=0.1723550400000017}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052e,271230350002,2021,"{groups=[{classification=0, sum=0.0514285199999999}, {classification=1, sum=0.034054019999999956}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052f,271230414002,2021,"{groups=[{classification=0, sum=0.189382050000002}, {classification=1, sum=0.12544389000000092}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000530,271230331001,2021,"{groups=[{classification=0, sum=0.08687250000000028}, {classification=1, sum=0.023629319999999985}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000531,271230406011,2021,"{groups=[{classification=0, sum=0.30127383000000385}, {classification=1, sum=1.204747830000019}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000532,270530217001,2021,"{groups=[{classification=0, sum=0.0993821400000005}, {classification=1, sum=0.20432412000000225}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000533,270530216024,2021,"{groups=[{classification=0, sum=0.09868716000000048}, {classification=1, sum=0.13343616000000105}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000534,271230360001,2021,"{groups=[{classification=0, sum=0.19702683000000212}, {classification=1, sum=0.08096517000000018}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000535,271230332001,2021,"{groups=[{classification=0, sum=0.3328954200000044}, {classification=1, sum=0.020849399999999994}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000536,271230366001,2021,"{groups=[{classification=0, sum=0.08096517000000018}, {classification=1, sum=0.07297290000000005}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000537,271230367001,2021,"{groups=[{classification=0, sum=0.09173736000000036}, {classification=1, sum=0.12474891000000092}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000538,271230425031,2021,"{groups=[{classification=0, sum=0.38571390000000527}, {classification=1, sum=0.841968270000013}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000539,271230370002,2021,"{groups=[{classification=0, sum=0.05420843999999989}, {classification=1, sum=0.0524709899999999}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053a,271230369002,2021,"{groups=[{classification=0, sum=0.2856367800000036}, {classification=1, sum=0.11849409000000082}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053b,271230425041,2021,"{groups=[{classification=0, sum=0.32490315000000425}, {classification=1, sum=0.6265244700000093}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053c,271230416011,2021,"{groups=[{classification=0, sum=0.20362914000000223}, {classification=1, sum=0.2251735200000026}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053d,271230409022,2021,"{groups=[{classification=0, sum=0.13135122000000102}, {classification=1, sum=0.06220070999999987}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053e,271230411072,2021,"{groups=[{classification=0, sum=0.1535905800000014}, {classification=1, sum=0.06150572999999987}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053f,271230420021,2021,"{groups=[{classification=0, sum=0.09104238000000035}, {classification=1, sum=0.034401509999999955}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000540,271230421014,2021,"{groups=[{classification=0, sum=0.1539380700000014}, {classification=1, sum=0.05420843999999989}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000541,271230421022,2021,"{groups=[{classification=0, sum=0.31204602000000403}, {classification=1, sum=0.5028180300000072}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000542,271230423012,2021,"{groups=[{classification=0, sum=0.18138978000000186}, {classification=1, sum=0.21544380000000243}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000543,271230421013,2021,"{groups=[{classification=0, sum=0.41455557000000576}, {classification=1, sum=0.27799200000000346}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000544,271230422021,2021,"{groups=[{classification=0, sum=0.20953647000000233}, {classification=1, sum=0.2852892900000036}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000545,271230403023,2021,"{groups=[{classification=0, sum=0.11571417000000077}, {classification=1, sum=0.13447863000000107}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000546,271230404022,2021,"{groups=[{classification=0, sum=0.4037833800000056}, {classification=1, sum=0.3388027500000045}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000547,271230411074,2021,"{groups=[{classification=0, sum=0.13274118000000104}, {classification=1, sum=0.1059844500000006}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000548,271230413012,2021,"{groups=[{classification=0, sum=0.34262514000000455}, {classification=1, sum=0.3509649000000047}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000549,271230317011,2021,"{groups=[{classification=0, sum=0.15706548000000145}, {classification=1, sum=0.07436286000000007}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054a,271230358001,2021,"{groups=[{classification=0, sum=0.12057903000000085}, {classification=1, sum=0.0816601500000002}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054b,271230321002,2021,"{groups=[{classification=0, sum=0.053860949999999894}, {classification=1, sum=0.01876446}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054c,271230429002,2021,"{groups=[{classification=0, sum=0.08895744000000032}, {classification=1, sum=0.043436249999999926}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054d,271230429003,2021,"{groups=[{classification=0, sum=0.10806939000000064}, {classification=1, sum=0.043783739999999925}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
