bg2020gj,bg2020ge,tr2010gj,tr2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G27003509510003,270359510003,G2700350951000,27035951000,1,1,1,1,1
G27003509511001,270359511001,G2700350951100,27035951100,1,1,1,1,1
G27003509511002,270359511002,G2700350951100,27035951100,1,1,1,1,1
G27003509511003,270359511003,G2700350951100,27035951100,1,1,1,1,1
G27003509511004,270359511004,G2700350951100,27035951100,1,1,1,1,1
G27003509512001,270359512001,G2700350951200,27035951200,1,1,1,1,0.989642726883
G27003509512001,270359512001,G2700350951301,27035951301,0,0,0,0,2.33235735e-4
G27003509512001,270359512001,G2700350951302,27035951302,0,0,0,0,0.007694101813
G27003509512001,270359512001,G2700350951100,27035951100,0,0,0,0,0.002429935569
G27003509512002,270359512002,G2700350951200,27035951200,1,1,1,1,1
G27003509512003,270359512003,G2700350951200,27035951200,1,1,1,1,1
G27003509513011,270359513011,G2700350951301,27035951301,1,1,1,1,1
G27003509513012,270359513012,G2700350951301,27035951301,1,1,1,1,1
G27003509513013,270359513013,G2700350951301,27035951301,1,1,1,1,0.993993793674
G27003509513013,270359513013,G2700350950900,27035950900,0,0,0,0,0.006006206326
G27003509513031,270359513031,G2700350951302,27035951302,1,1,1,1,1
G27003509513032,270359513032,G2700350951302,27035951302,1,1,1,1,1
G27003509513033,270359513033,G2700350951302,27035951302,1,1,1,1,1
G27003509513041,270359513041,G2700350951302,27035951302,1,1,1,1,1
G27003509513042,270359513042,G2700350951302,27035951302,1,1,1,1,0.999733614028
G27003509513042,270359513042,G2700350951301,27035951301,0,0,0,0,2.66385972e-4
G27003509514001,270359514001,G2700350951400,27035951400,1,1,1,1,1
G27003509514002,270359514002,G2700350951400,27035951400,1,1,1,1,1
G27003509514003,270359514003,G2700350951400,27035951400,1,1,1,1,1
G27003509514004,270359514004,G2700350951400,27035951400,1,1,1,1,0.9998569994
G27003509514004,270359514004,G2700350951302,27035951302,0,0,0,0,1.430006e-4
G27003509516001,270359516001,G2700350951600,27035951600,1,1,1,1,1
G27003509516002,270359516002,G2700350951600,27035951600,1,1,1,1,1
G27003509516003,270359516003,G2700350951600,27035951600,1,1,1,1,1
G27003509516004,270359516004,G2700350951600,27035951600,1,1,1,1,1
G27003509517001,270359517001,G2700350951700,27035951700,0.997262773723,0.996904024768,0.998091603053,0.999460334593,0.999983559359
G27003509517001,270359517001,G2700350950204,27035950204,0.002737226277,0.003095975232,0.001908396947,5.39665407e-4,1.6440641e-5
G27003509517002,270359517002,G2700350951700,27035951700,1,1,1,1,1
G27003509517003,270359517003,G2700350951700,27035951700,1,1,1,1,0.999073188416
G27003509517003,270359517003,G2700350950400,27035950400,0,0,0,0,9.26811584e-4
G27003700601011,270370601011,G2700370060101,27037060101,1,1,1,1,1
G27003700601012,270370601012,G2700370060101,27037060101,1,1,1,1,1
G27003700601013,270370601013,G2700370060101,27037060101,1,1,1,1,1
G27003700601021,270370601021,G2700370060102,27037060102,1,1,1,1,1
G27003700601022,270370601022,G2700370060102,27037060102,1,1,1,1,1
G27003700601031,270370601031,G2700370060103,27037060103,1,1,1,1,1
G27003700601032,270370601032,G2700370060103,27037060103,1,1,1,1,0.994433996419
G27003700601032,270370601032,G2700370060505,27037060505,0,0,0,0,0.005566003581
G27003700601041,270370601041,G2700370060104,27037060104,1,1,1,1,1
G27003700601042,270370601042,G2700370060104,27037060104,1,1,1,1,0.996743917491
G27003700601042,270370601042,G2700370060505,27037060505,0,0,0,0,0.003256082509
G27003700601043,270370601043,G2700370060104,27037060104,1,1,1,1,1
G27003700601044,270370601044,G2700370060104,27037060104,1,1,1,1,1
G27003700601051,270370601051,G2700370060105,27037060105,1,1,1,1,1
G27003700601052,270370601052,G2700370060105,27037060105,1,1,1,1,1
G27003700601053,270370601053,G2700370060105,27037060105,1,1,1,1,1
G27003700601054,270370601054,G2700370060105,27037060105,1,1,1,1,1
G27003700602011,270370602011,G2700370060201,27037060201,1,1,1,1,0.998990367179
G27003700602011,270370602011,G2700370060105,27037060105,0,0,0,0,0.001009632821
G27003700602012,270370602012,G2700370060201,27037060201,0.995541377682,0.995396451144,0.997287530149,0.996837856512,0.998845535531
G27003700602012,270370602012,G2700370060101,27037060101,0.004458622318,0.004603548856,0.002712469851,0.003162143488,0.001154464469
G27003700602013,270370602013,G2700370060201,27037060201,1,1,1,1,1
G27003700602021,270370602021,G2700370060202,27037060202,1,1,1,1,1
G27003700602022,270370602022,G2700370060202,27037060202,1,1,1,1,1
G27003700602023,270370602023,G2700370060202,27037060202,1,1,1,1,1
G27003700603011,270370603011,G2700370060301,27037060301,1,1,1,1,1
G27003700603012,270370603012,G2700370060301,27037060301,1,1,1,1,1
G27003700603013,270370603013,G2700370060301,27037060301,1,1,1,1,1
G27003700603014,270370603014,G2700370060301,27037060301,1,1,1,1,1
G27003700603021,270370603021,G2700370060302,27037060302,1,1,1,1,1
G27003700603022,270370603022,G2700370060302,27037060302,1,1,1,1,1
G27003700603023,270370603023,G2700370060302,27037060302,1,1,1,1,1
G27003700603024,270370603024,G2700370060302,27037060302,1,1,1,1,0.992362588039
G27003700603024,270370603024,G2700370060506,27037060506,0,0,0,0,0.007637411961
G27003700604011,270370604011,G2700370060401,27037060401,1,1,1,1,1
G27003700604012,270370604012,G2700370060401,27037060401,0.992256163545,0.992618476051,0.993445425913,0.99382873434,0.980658613312
G27003700604012,270370604012,G2700370060506,27037060506,0.007743836455,0.007381523949,0.006554574087,0.00617126566,0.019341386688
G27003700604021,270370604021,G2700370060402,27037060402,1,1,1,1,1
G27003700604022,270370604022,G2700370060402,27037060402,0.999741733632,0.999659804017,0.99972905945,0.999737269769,0.999471268556
G27003700604022,270370604022,G2700370060506,27037060506,2.58266368e-4,3.40195983e-4,2.7094055e-4,2.62730231e-4,5.28731444e-4
G27003700604023,270370604023,G2700370060402,27037060402,1,1,1,1,1
G27003700604024,270370604024,G2700370060402,27037060402,1,1,1,1,1
G27003700605021,270370605021,G2700370060502,27037060502,1,1,1,1,1
G27003700605022,270370605022,G2700370060502,27037060502,1,1,1,1,1
G27003700605023,270370605023,G2700370060502,27037060502,1,1,1,1,1
G27003700605024,270370605024,G2700370060402,27037060402,0.014814814815,0.015444015444,0,0.011070110701,0.035336327555
G27003700605024,270370605024,G2700370060502,27037060502,0.985185185185,0.984555984556,1,0.988929889299,0.964663672445
G27003700605031,270370605031,G2700370060503,27037060503,0.999998166819,0.999998073529,0.999998624149,0.999998702027,0.999964797846
G27003700605031,270370605031,G2700370060509,27037060509,1.833181e-6,1.926471e-6,1.375851e-6,1.297973e-6,3.5202154e-5
G27003700605032,270370605032,G2700370060503,27037060503,1,1,1,1,1
G27003700605033,270370605033,G2700370060503,27037060503,1,1,1,1,1
G27003700605034,270370605034,G2700370060503,27037060503,1,1,1,1,1
G27003700605051,270370605051,G2700370060505,27037060505,1,1,1,1,1
G27003700605052,270370605052,G2700370060505,27037060505,0.999990838388,0.999987676122,0.999994309362,0.999994622034,0.983708810602
G27003700605052,270370605052,G2700370060717,27037060717,0,0,0,0,0.007222896081
G27003700605052,270370605052,G2700370060507,27037060507,9.161612e-6,1.2323878e-5,5.690638e-6,5.377966e-6,1.13597053e-4
G27003700605052,270370605052,G2700370060508,27037060508,0,0,0,0,0.008954696265
G27003700605053,270370605053,G2700370060505,27037060505,1,1,1,1,1
G27003700605054,270370605054,G2700370060505,27037060505,1,1,1,1,1
G27003700605061,270370605061,G2700370060506,27037060506,1,1,1,1,1
G27003700605062,270370605062,G2700370060506,27037060506,1,1,1,1,0.996988832502
G27003700605062,270370605062,G2700370060401,27037060401,0,0,0,0,0.003011167498
G27003700605063,270370605063,G2700370060506,27037060506,1,1,1,1,1
G27003700605064,270370605064,G2700370060506,27037060506,1,1,1,1,1
G27003700605071,270370605071,G2700370060507,27037060507,1,1,1,1,0.987868175849
G27003700605071,270370605071,G2700370060508,27037060508,0,0,0,0,0.012131824151
G27003700605072,270370605072,G2700370060507,27037060507,1,1,1,1,1
G27003700605073,270370605073,G2700370060507,27037060507,1,1,1,1,1
G27003700605081,270370605081,G2700370060508,27037060508,1,1,1,1,1
G27003700605082,270370605082,G2700370060508,27037060508,0.962188562241,0.96655515192100006,0.976125019617,0.976775886492,0.984924340023
G27003700605082,270370605082,G2700370060717,27037060717,9.07077766e-4,0.001238098931,9.42062004e-4,9.16380016e-4,0.00388334021
G27003700605082,270370605082,G2700370060728,27037060728,2.494623e-6,2.41822e-6,2.982074e-6,2.900778e-6,1.96071591e-4
G27003700605082,270370605082,G2700370060730,27037060730,0.036901865369,0.032204330927,0.022929936306,0.022304832714,0.010996248176
G27003700605083,270370605083,G2700370060508,27037060508,1,1,1,1,1
G27003700605084,270370605084,G2700370060508,27037060508,1,1,1,1,1
G27003700605085,270370605085,G2700370060508,27037060508,1,1,1,1,1
G27003700605091,270370605091,G2700370060509,27037060509,1,1,1,1,1
G27003700605092,270370605092,G2700370060509,27037060509,1,1,1,1,0.996626842331
G27003700605092,270370605092,G2700370060508,27037060508,0,0,0,0,0.003373157669
G27003700605093,270370605093,G2700370060509,27037060509,1,1,1,1,1
G27003700606031,270370606031,G2700370060603,27037060603,1,1,1,1,1
G27003700606032,270370606032,G2700370060603,27037060603,1,1,1,1,0.989428058135
G27003700606032,270370606032,G2700370060606,27037060606,0,0,0,0,0.010571941865
G27003700606033,270370606033,G2700370060603,27037060603,1,1,1,1,0.990471615589
G27003700606033,270370606033,G2700370060604,27037060604,0,0,0,0,0.009528384411
G27003700606034,270370606034,G2700370060603,27037060603,1,1,1,1,1
G27003700606041,270370606041,G2700370060604,27037060604,1,1,1,1,0.973493300448
G27003700606041,270370606041,G2700370060605,27037060605,0,0,0,0,0.026506699552
G27003700606042,270370606042,G2700370060604,27037060604,1,1,1,1,1
G27003700606043,270370606043,G2700370060604,27037060604,1,1,1,1,0.978044833265
G27003700606043,270370606043,G2700370060605,27037060605,0,0,0,0,0.021955166735
G27003700606051,270370606051,G2700370060605,27037060605,1,1,1,1,0.999817066648
G27003700606051,270370606051,G2700370060726,27037060726,0,0,0,0,1.82933352e-4
G27003700606052,270370606052,G2700370060605,27037060605,1,1,1,1,0.95354561685499994
G27003700606052,270370606052,G2700370060717,27037060717,0,0,0,0,0.046454383145
G27003700606053,270370606053,G2700370060605,27037060605,1,1,1,1,0.985370038948
G27003700606053,270370606053,G2700370060717,27037060717,0,0,0,0,0.001332255623
G27003700606053,270370606053,G2700370060726,27037060726,0,0,0,0,0.013297705429
G27003700606061,270370606061,G2700370060606,27037060606,1,1,1,1,0.907389477911
G27003700606061,270370606061,G2700370060717,27037060717,0,0,0,0,0.092610522089
G27003700606062,270370606062,G2700370060606,27037060606,1,1,1,1,1
G27003700607091,270370607091,G2700370060709,27037060709,1,1,1,1,1
G27003700607092,270370607092,G2700370060709,27037060709,1,1,1,1,1
G27003700607093,270370607093,G2700370060709,27037060709,1,1,1,1,1
G27003700607094,270370607094,G2700370060709,27037060709,1,1,1,1,1
G27003700607101,270370607101,G2700370060710,27037060710,1,1,1,1,0.999383396378
G27003700607101,270370607101,G2700370060745,27037060745,0,0,0,0,6.16603622e-4
G27003700607102,270370607102,G2700370060710,27037060710,1,1,1,1,1
G27003700607103,270370607103,G2700370060710,27037060710,1,1,1,1,1
G27003700607104,270370607104,G2700370060710,27037060710,1,1,1,1,1
G27003700607111,270370607111,G2700370060711,27037060711,1,1,1,1,1
G27003700607112,270370607112,G2700370060711,27037060711,1,1,1,1,1
G27003700607113,270370607113,G2700370060711,27037060711,1,1,1,1,0.999263663439
G27003700607113,270370607113,G2700370060713,27037060713,0,0,0,0,7.36336561e-4
G27003700607114,270370607114,G2700370060711,27037060711,1,1,1,1,1
G27003700607131,270370607131,G2700370060713,27037060713,1,1,1,1,1
G27003700607132,270370607132,G2700370060713,27037060713,1,1,1,1,1
G27003700607141,270370607141,G2700370060714,27037060714,0.995800337597,0.995377091042,0.994924413037,0.99493199447,0.963049319252
G27003700607141,270370607141,G2700370060744,27037060744,0.004199662403,0.004622908958,0.005075586963,0.00506800553,0.002981869113
G27003700607141,270370607141,G2700370060806,27037060806,0,0,0,0,0.033968811635
G27003700607142,270370607142,G2700370060714,27037060714,1,1,1,1,1
G27003700607143,270370607143,G2700370060714,27037060714,1,1,1,1,1
G27003700607161,270370607161,G2700370060716,27037060716,1,1,1,1,1
G27003700607162,270370607162,G2700370060716,27037060716,1,1,1,1,1
G27003700607171,270370607171,G2700370060717,27037060717,1,1,1,1,1
G27003700607172,270370607172,G2700370060717,27037060717,1,1,1,1,1
G27003700607173,270370607173,G2700370060717,27037060717,1,1,1,1,1
G27003700607174,270370607174,G2700370060606,27037060606,0,0,0,0,0.001453462555
G27003700607174,270370607174,G2700370060717,27037060717,1,1,1,1,0.998546537445
G27003700607175,270370607175,G2700370060717,27037060717,1,1,1,1,1
G27003700607176,270370607176,G2700370060717,27037060717,1,1,1,1,1
G27003700607211,270370607211,G2700370060721,27037060721,1,1,1,1,1
G27003700607212,270370607212,G2700370060721,27037060721,1,1,1,1,1
G27003700607251,270370607251,G2700370060725,27037060725,1,1,1,1,1
G27003700607252,270370607252,G2700370060725,27037060725,1,1,1,1,1
G27003700607253,270370607253,G2700370060605,27037060605,0,0,0,0,0.010670343572
G27003700607253,270370607253,G2700370060725,27037060725,1,1,1,1,0.989329656428
G27003700607261,270370607261,G2700370060605,27037060605,0,0,0,0,0.031271053397
G27003700607261,270370607261,G2700370060726,27037060726,1,1,1,1,0.968728946603
G27003700607262,270370607262,G2700370060726,27037060726,1,1,1,1,1
G27003700607263,270370607263,G2700370060726,27037060726,1,1,1,1,0.976782611294
G27003700607263,270370607263,G2700370060605,27037060605,0,0,0,0,0.023217388706
G27003700607271,270370607271,G2700370060727,27037060727,1,1,1,1,1
G27003700607272,270370607272,G2700370060727,27037060727,1,1,1,1,1
G27003700607273,270370607273,G2700370060727,27037060727,1,1,1,1,1
G27003700607281,270370607281,G2700370060728,27037060728,1,1,1,1,1
G27003700607282,270370607282,G2700370060728,27037060728,1,1,1,1,1
G27003700607283,270370607283,G2700370060728,27037060728,1,1,1,1,1
G27003700607291,270370607291,G2700370060729,27037060729,1,1,1,1,1
G27003700607292,270370607292,G2700370060729,27037060729,1,1,1,1,1
G27003700607293,270370607293,G2700370060729,27037060729,1,1,1,1,1
G27003700607311,270370607311,G2700370060731,27037060731,1,1,1,1,1
G27003700607312,270370607312,G2700370060731,27037060731,1,1,1,1,1
G27003700607313,270370607313,G2700370060731,27037060731,1,1,1,1,1
G27003700607314,270370607314,G2700370060731,27037060731,1,1,1,1,1
G27003700607321,270370607321,G2700370060732,27037060732,0.998818659738,0.998993309568,0.999044671325,0.999050834736,0.99937042974800006
G27003700607321,270370607321,G2700370060508,27037060508,0.001181340262,0.001006690432,9.55328675e-4,9.49165264e-4,6.29570252e-4
G27003700607322,270370607322,G2700370060508,27037060508,0,0,0,0,2.4572851e-4
G27003700607322,270370607322,G2700370060732,27037060732,1,1,1,1,0.998895923425
G27003700607322,270370607322,G2700370061003,27037061003,0,0,0,0,0.00085834806500000005
G27003700607323,270370607323,G2700370060732,27037060732,1,1,1,1,1
G27003700607324,270370607324,G2700370060732,27037060732,1,1,1,1,1
G27003700607331,270370607331,G2700370060733,27037060733,1,1,1,1,1
G27003700607332,270370607332,G2700370060733,27037060733,1,1,1,1,1
G27003700607333,270370607333,G2700370060733,27037060733,1,1,1,1,1
G27003700607341,270370607341,G2700370060734,27037060734,0.999658406424,0.999652352071,0.999672384256,0.999673027902,0.998587580501
G27003700607341,270370607341,G2700370060822,27037060822,3.41593576e-4,3.47647929e-4,3.27615744e-4,3.26972098e-4,0.001412419499
G27003700607342,270370607342,G2700370060734,27037060734,1,1,1,1,1
G27003700607343,270370607343,G2700370060734,27037060734,0.999985931494,0.999984736326,0.999983927777,0.999984053735,0.998790760581
G27003700607343,270370607343,G2700370060825,27037060825,1.4068506e-5,1.5263674e-5,1.6072223e-5,1.5946265e-5,0.001209239419
G27003700607344,270370607344,G2700370060734,27037060734,1,1,1,1,0.99698268527
G27003700607344,270370607344,G2700370060806,27037060806,0,0,0,0,0.00301731473
G27003700607351,270370607351,G2700370060735,27037060735,1,1,1,1,1
G27003700607352,270370607352,G2700370060735,27037060735,1,1,1,1,1
G27003700607353,270370607353,G2700370060735,27037060735,1,1,1,1,1
G27003700607354,270370607354,G2700370060735,27037060735,1,1,1,1,1
G27003700607371,270370607371,G2700370060737,27037060737,1,1,1,1,1
G27003700607372,270370607372,G2700370060737,27037060737,1,1,1,1,1
G27003700607373,270370607373,G2700370060737,27037060737,1,1,1,1,1
G27003700607381,270370607381,G2700370060738,27037060738,1,1,1,1,1
G27003700607382,270370607382,G2700370060738,27037060738,1,1,1,1,1
G27003700607391,270370607391,G2700370060739,27037060739,1,1,1,1,1
G27003700607392,270370607392,G2700370060739,27037060739,1,1,1,1,1
G27003700607393,270370607393,G2700370060739,27037060739,1,1,1,1,1
G27003700607394,270370607394,G2700370060709,27037060709,0,0,0,0,0.006645179468
G27003700607394,270370607394,G2700370060739,27037060739,1,1,1,1,0.993354820532
G27003700607395,270370607395,G2700370060739,27037060739,1,1,1,1,1
G27003700607421,270370607421,G2700370060812,27037060812,0.02096696266,0.015263383369,0.006882090799,0.012337868786,0.009579020368
G27003700607421,270370607421,G2700370060742,27037060742,0.97903303734,0.984736616631,0.993117909201,0.987662131214,0.990420979632
G27003700607422,270370607422,G2700370060742,27037060742,1,1,1,1,1
G27003700607423,270370607423,G2700370060742,27037060742,1,1,1,1,1
G27003700607431,270370607431,G2700370060743,27037060743,0.997081913279,0.99671163786,0.997392635476,0.997475895856,0.998450823143
G27003700607431,270370607431,G2700370060747,27037060747,0.002918086721,0.00328836214,0.002607364524,0.002524104144,0.001549176857
G27003700607441,270370607441,G2700370060744,27037060744,0.981032708861,0.981993354631,0.994036239901,0.994081254742,0.993055027452
G27003700607441,270370607441,G2700370060714,27037060714,0.018967291139,0.018006645369,0.005963760099,0.005918745258,0.006325456584
G27003700607441,270370607441,G2700370060806,27037060806,0,0,0,0,6.19515964e-4
G27003700607451,270370607451,G2700370060745,27037060745,1,1,1,1,1
G27003700607452,270370607452,G2700370060745,27037060745,1,1,1,1,1
G27003700607453,270370607453,G2700370060745,27037060745,1,1,1,1,1
G27003700607454,270370607454,G2700370060745,27037060745,1,1,1,1,1
G27003700607455,270370607455,G2700370060745,27037060745,1,1,1,1,1
G27003700607456,270370607456,G2700370060745,27037060745,1,1,1,1,1
G27003700607461,270370607461,G2700370060746,27037060746,1,1,1,1,1
G27003700607462,270370607462,G2700370060746,27037060746,1,1,1,1,1
G27003700607471,270370607471,G2700370060747,27037060747,1,1,1,1,1
G27003700607472,270370607472,G2700370060721,27037060721,0,0,0,0,0.001491726506
G27003700607472,270370607472,G2700370060748,27037060748,0,0,0,0,0.01735844876
G27003700607472,270370607472,G2700370060747,27037060747,0.996887829406,0.996950417948,0.997401640248,0.997302726796,0.977175126748
G27003700607472,270370607472,G2700370060743,27037060743,0.003112170594,0.003049582052,0.002598359752,0.002697273204,0.003974697986
G27003700607481,270370607481,G2700370060748,27037060748,1,1,1,1,1
G27003700607482,270370607482,G2700370060725,27037060725,0,0,0,0,0.006884347965
G27003700607482,270370607482,G2700370060748,27037060748,1,1,1,1,0.993115652035
G27003700607483,270370607483,G2700370060748,27037060748,1,1,1,1,1
G27003700607484,270370607484,G2700370060725,27037060725,0,0,0,0,0.002675393535
G27003700607484,270370607484,G2700370060748,27037060748,1,1,1,1,0.997324606465
G27003700607491,270370607491,G2700370060749,27037060749,1,1,1,1,1
G27003700607501,270370607501,G2700370060750,27037060750,1,1,1,1,1
G27003700607502,270370607502,G2700370060750,27037060750,1,1,1,1,1
G27003700607503,270370607503,G2700370060750,27037060750,1,1,1,1,1
G27003700607511,270370607511,G2700370060730,27037060730,1,1,1,1,1
G27003700607512,270370607512,G2700370060730,27037060730,1,1,1,1,1
G27003700607521,270370607521,G2700370060730,27037060730,1,1,1,1,1
G27003700607522,270370607522,G2700370060730,27037060730,1,1,1,1,1
G27003700607523,270370607523,G2700370060730,27037060730,1,1,1,1,1
G27003700607531,270370607531,G2700370060741,27037060741,1,1,1,1,1
G27003700607532,270370607532,G2700370060741,27037060741,1,1,1,1,1
G27003700607541,270370607541,G2700370060741,27037060741,1,1,1,1,1
G27003700607542,270370607542,G2700370060741,27037060741,1,1,1,1,1
G27003700607543,270370607543,G2700370060741,27037060741,0.998226694111,0.997878609131,0.998006096563,0.998043058036,0.996220717897
G27003700607543,270370607543,G2700370060811,27037060811,0.001773305889,0.002121390869,0.001993903437,0.001956941964,0.003779282103
G27003700607544,270370607544,G2700370060741,27037060741,1,1,1,1,1
G27003700608051,270370608051,G2700370060805,27037060805,1,1,1,1,1
G27003700608052,270370608052,G2700370060805,27037060805,1,1,1,1,1
G27003700608053,270370608053,G2700370060734,27037060734,0.005900625666,0.006237037058,0.003011308607,0.004593133006,0.015180447383
G27003700608053,270370608053,G2700370060805,27037060805,0.994099374334,0.993762962942,0.996988691393,0.995406866994,0.984819552617
G27003700608061,270370608061,G2700370060806,27037060806,1,1,1,1,0.999643637923
G27003700608061,270370608061,G2700370060714,27037060714,0,0,0,0,3.56362077e-4
G27003700608062,270370608062,G2700370060806,27037060806,1,1,1,1,1
G27003700608063,270370608063,G2700370060806,27037060806,1,1,1,1,1
G27003700608064,270370608064,G2700370060806,27037060806,1,1,1,1,1
G27003700608111,270370608111,G2700370060741,27037060741,0,0,0,0,8.61784144e-4
G27003700608111,270370608111,G2700370060811,27037060811,1,1,1,1,0.994682942578
G27003700608111,270370608111,G2700370060812,27037060812,0,0,0,0,0.004455273277
G27003700608112,270370608112,G2700370060811,27037060811,1,1,1,1,0.992059868017
G27003700608112,270370608112,G2700370060812,27037060812,0,0,0,0,0.007940131983
G27003700608113,270370608113,G2700370060811,27037060811,1,1,1,1,1
G27003700608114,270370608114,G2700370060811,27037060811,1,1,1,1,1
G27003700608115,270370608115,G2700370060811,27037060811,0.979945305378,0.987341772152,0.992042440318,0.992385786802,0.983702354342
G27003700608115,270370608115,G2700370060812,27037060812,0.020054694622,0.012658227848,0.007957559682,0.007614213198,0.016297645658
G27003700608121,270370608121,G2700370060812,27037060812,1,1,1,1,1
G27003700608122,270370608122,G2700370060812,27037060812,1,1,1,1,1
G27003700608123,270370608123,G2700370060812,27037060812,1,1,1,1,1
G27003700608124,270370608124,G2700370060812,27037060812,1,1,1,1,1
G27003700608131,270370608131,G2700370060813,27037060813,1,1,1,1,1
G27003700608132,270370608132,G2700370060813,27037060813,1,1,1,1,1
G27003700608133,270370608133,G2700370060813,27037060813,1,1,1,1,1
G27003700608141,270370608141,G2700370060742,27037060742,0.008464563872,0.007260010501,0.006822773481,0.006749297459,0.003992299298
G27003700608141,270370608141,G2700370060814,27037060814,0.991535436128,0.992739989499,0.993177226519,0.993250702541,0.996007700702
G27003700608142,270370608142,G2700370060814,27037060814,1,1,1,1,1
G27003700608143,270370608143,G2700370060814,27037060814,1,1,1,1,1
G27003700608144,270370608144,G2700370060814,27037060814,1,1,1,1,1
G27003700608145,270370608145,G2700370060814,27037060814,1,1,1,1,1
G27003700608151,270370608151,G2700370060815,27037060815,1,1,1,1,1
G27003700608152,270370608152,G2700370060815,27037060815,1,1,1,1,1
G27003700608153,270370608153,G2700370060815,27037060815,0.988020663293,0.985028443579,0.982011540337,0.981111285838,0.935421372175
G27003700608153,270370608153,G2700370060820,27037060820,0.011979336707,0.014971556421,0.017988459663,0.018888714162,0.064578627825
G27003700608161,270370608161,G2700370060816,27037060816,1,1,1,1,1
G27003700608162,270370608162,G2700370060816,27037060816,1,1,1,1,0.998915634806
G27003700608162,270370608162,G2700370060742,27037060742,0,0,0,0,0.001084365194
G27003700608163,270370608163,G2700370060816,27037060816,1,1,1,1,1
G27003700608164,270370608164,G2700370060816,27037060816,1,1,1,1,1
G27003700608191,270370608191,G2700370060819,27037060819,1,1,1,1,1
G27003700608192,270370608192,G2700370060819,27037060819,1,1,1,1,1
G27003700608193,270370608193,G2700370060819,27037060819,1,1,1,1,1
G27003700608194,270370608194,G2700370060819,27037060819,1,1,1,1,1
G27003700608221,270370608221,G2700370060734,27037060734,0.003407826117,0.003632792714,0.003893239342,0.003786991095,0.011331336171
G27003700608221,270370608221,G2700370060822,27037060822,0.996592173883,0.996367207286,0.996106760658,0.996213008905,0.988668663829
G27003700608231,270370608231,G2700370060823,27037060823,1,1,1,1,1
G27003700608232,270370608232,G2700370060823,27037060823,1,1,1,1,1
G27003700608233,270370608233,G2700370060823,27037060823,1,1,1,1,1
G27003700608241,270370608241,G2700370060824,27037060824,1,1,1,1,1
G27003700608242,270370608242,G2700370060824,27037060824,1,1,1,1,1
G27003700608281,270370608281,G2700370060828,27037060828,1,1,1,1,1
G27003700608282,270370608282,G2700370060828,27037060828,1,1,1,1,1
G27003700608283,270370608283,G2700370060828,27037060828,1,1,1,1,1
G27003700608284,270370608284,G2700370060828,27037060828,1,1,1,1,1
G27003700608285,270370608285,G2700370060828,27037060828,1,1,1,1,1
G27003700608291,270370608291,G2700370060829,27037060829,1,1,1,1,1
G27003700608292,270370608292,G2700370060829,27037060829,1,1,1,1,1
G27003700608301,270370608301,G2700370060817,27037060817,1,1,1,1,1
G27003700608302,270370608302,G2700370060817,27037060817,1,1,1,1,1
G27003700608303,270370608303,G2700370060817,27037060817,1,1,1,1,1
G27003700608311,270370608311,G2700370060817,27037060817,1,1,1,1,1
G27003700608312,270370608312,G2700370060817,27037060817,1,1,1,1,1
G27003700608313,270370608313,G2700370060817,27037060817,1,1,1,1,1
G27003700608321,270370608321,G2700370060818,27037060818,1,1,1,1,1
G27003700608322,270370608322,G2700370060818,27037060818,1,1,1,1,1
G27003700608323,270370608323,G2700370060818,27037060818,1,1,1,1,1
G27003700608324,270370608324,G2700370060818,27037060818,1,1,1,1,1
G27003700608331,270370608331,G2700370060818,27037060818,1,1,1,1,1
G27003700608332,270370608332,G2700370060818,27037060818,1,1,1,1,1
G27003700608341,270370608341,G2700370060820,27037060820,1,1,1,1,1
G27003700608342,270370608342,G2700370060820,27037060820,1,1,1,1,1
G27003700608351,270370608351,G2700370060820,27037060820,1,1,1,1,1
G27003700608352,270370608352,G2700370060820,27037060820,1,1,1,1,1
G27003700608353,270370608353,G2700370060820,27037060820,1,1,1,1,1
G27003700608361,270370608361,G2700370060821,27037060821,1,1,1,1,1
G27003700608362,270370608362,G2700370060821,27037060821,1,1,1,1,1
G27003700608363,270370608363,G2700370060821,27037060821,1,1,1,1,1
G27003700608364,270370608364,G2700370060821,27037060821,1,1,1,1,1
G27003700608365,270370608365,G2700370060902,27037060902,0,0,0,0,6.51538046e-4
G27003700608365,270370608365,G2700370060821,27037060821,1,1,1,1,0.999348461954
G27003700608371,270370608371,G2700370060821,27037060821,1,1,1,1,1
G27003700608372,270370608372,G2700370060821,27037060821,1,1,1,1,0.991591293254
G27003700608372,270370608372,G2700370060906,27037060906,0,0,0,0,0.008408706746
G27003700608381,270370608381,G2700370060826,27037060826,1,1,1,1,1
G27003700608382,270370608382,G2700370060826,27037060826,1,1,1,1,1
G27003700608383,270370608383,G2700370060826,27037060826,1,1,1,1,1
G27003700608391,270370608391,G2700370060826,27037060826,1,1,1,1,1
G27003700608392,270370608392,G2700370060826,27037060826,1,1,1,1,1
G27003700608393,270370608393,G2700370060826,27037060826,0.737550294949,0.712046274279,0.57286074521,0.530957479652,0.95316137524
G27003700608393,270370608393,G2700370060817,27037060817,0.262449705051,0.287953725721,0.42713925479,0.469042520348,0.04683862476
G27003700608401,270370608401,G2700370060825,27037060825,1,1,1,1,1
G27003700608402,270370608402,G2700370060825,27037060825,1,1,1,1,1
