bg2020gj,bg2020ge,tr2010gj,tr2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G27000300502371,270030502371,G2700030050237,27003050237,0.997345641619,0.996884898574,0.998608351643,0.996809878704,0.994714110853
G27000300502371,270030502371,G2700030050902,27003050902,0.002654358381,0.003115101426,0.001391648357,0.003190121296,0.005285889147
G27000300502372,270030502372,G2700030050237,27003050237,1,1,1,1,0.999954707607
G27000300502372,270030502372,G2700030050232,27003050232,0,0,0,0,4.5292393e-5
G27000300502373,270030502373,G2700030050237,27003050237,1,1,1,1,0.999232681014
G27000300502373,270030502373,G2700030050232,27003050232,0,0,0,0,7.67318986e-4
G27000300502374,270030502374,G2700030050237,27003050237,1,1,1,1,1
G27000300502381,270030502381,G2700030050221,27003050221,1,1,1,1,1
G27000300502382,270030502382,G2700030050221,27003050221,1,1,1,1,1
G27000300502383,270030502383,G2700030050221,27003050221,1,1,1,1,1
G27000300502391,270030502391,G2700030050221,27003050221,1,1,1,1,1
G27000300502392,270030502392,G2700030050221,27003050221,1,1,1,1,1
G27000300502401,270030502401,G2700030050225,27003050225,1,1,1,1,1
G27000300502402,270030502402,G2700030050225,27003050225,1,1,1,1,0.999358179798
G27000300502402,270030502402,G2700030050226,27003050226,0,0,0,0,6.41820202e-4
G27000300502411,270030502411,G2700030050225,27003050225,1,1,1,1,1
G27000300502411,270030502411,G2700030050218,27003050218,0,0,0,0,0
G27000300502412,270030502412,G2700030050218,27003050218,0,0,0,0,0.001294855937
G27000300502412,270030502412,G2700030050225,27003050225,1,1,1,1,0.998705144063
G27000300504011,270030504011,G2700030050401,27003050401,1,1,1,1,0.992487913093
G27000300504011,270030504011,G2700030050402,27003050402,0,0,0,0,0.007512086907
G27000300504012,270030504012,G2700030050227,27003050227,0.001691477021,0.001691477021,0.001691477021,0.001691477021,0.001691477021
G27000300504012,270030504012,G2700030050401,27003050401,0.979798439914,0.979798439914,0.979798439914,0.979798439914,0.979798439914
G27000300504012,270030504012,G2700030050402,27003050402,0.018510083066,0.018510083066,0.018510083066,0.018510083066,0.018510083066
G27000300504013,270030504013,G2700030050401,27003050401,1,1,1,1,1
G27000300504021,270030504021,G2700030050402,27003050402,1,1,1,1,1
G27000300504022,270030504022,G2700030050402,27003050402,1,1,1,1,1
G27000300504023,270030504023,G2700030050402,27003050402,1,1,1,1,1
G27000300504024,270030504024,G2700030050402,27003050402,1,1,1,1,1
G27000300505011,270030505011,G2700030050501,27003050501,1,1,1,1,1
G27000300505012,270030505012,G2700030050501,27003050501,1,1,1,1,1
G27000300505013,270030505013,G2700030050501,27003050501,1,1,1,1,1
G27000300505041,270030505041,G2700030050504,27003050504,1,1,1,1,1
G27000300505042,270030505042,G2700030050504,27003050504,1,1,1,1,0.995639470289
G27000300505042,270030505042,G2700030050610,27003050610,0,0,0,0,0.003910149475
G27000300505042,270030505042,G2700030050609,27003050609,0,0,0,0,4.50380236e-4
G27000300505051,270030505051,G2700030050505,27003050505,1,1,1,1,1
G27000300505052,270030505052,G2700030050505,27003050505,1,1,1,1,1
G27000300505053,270030505053,G2700030050226,27003050226,0,0,0,0,0
G27000300505053,270030505053,G2700030050505,27003050505,1,1,1,1,1
G27000300505054,270030505054,G2700030050505,27003050505,1,1,1,1,1
G27000300506021,270030506021,G2700030050602,27003050602,1,1,1,1,1
G27000300506022,270030506022,G2700030050602,27003050602,1,1,1,1,1
G27000300506051,270030506051,G2700030050610,27003050610,0,0,0,0,0.009746620022
G27000300506051,270030506051,G2700030050605,27003050605,1,1,1,1,0.990253379978
G27000300506052,270030506052,G2700030050605,27003050605,1,1,1,1,1
G27000300506053,270030506053,G2700030050605,27003050605,1,1,1,1,0.999093749866
G27000300506053,270030506053,G2700030050606,27003050606,0,0,0,0,9.06250134e-4
G27000300506054,270030506054,G2700030050605,27003050605,1,1,1,1,1
G27000300506061,270030506061,G2700030050606,27003050606,1,1,1,1,1
G27000300506062,270030506062,G2700030050606,27003050606,1,1,1,1,1
G27000300506071,270030506071,G2700030050607,27003050607,1,1,1,1,1
G27000300506072,270030506072,G2700030050607,27003050607,1,1,1,1,1
G27000300506073,270030506073,G2700030050607,27003050607,1,1,1,1,1
G27000300506074,270030506074,G2700030050607,27003050607,1,1,1,1,1
G27000300506081,270030506081,G2700030050608,27003050608,1,1,1,1,1
G27000300506082,270030506082,G2700030050608,27003050608,1,1,1,1,1
G27000300506083,270030506083,G2700030050608,27003050608,1,1,1,1,1
G27000300506084,270030506084,G2700030050608,27003050608,1,1,1,1,1
G27000300506091,270030506091,G2700030050609,27003050609,1,1,1,1,1
G27000300506092,270030506092,G2700030050609,27003050609,0.99513618677,1,0.9975,0.997566909976,0.999426367323
G27000300506092,270030506092,G2700030050208,27003050208,0.00486381323,0,0.0025,0.002433090024,5.73632677e-4
G27000300506093,270030506093,G2700030050609,27003050609,1,1,1,1,1
G27000300506094,270030506094,G2700030050609,27003050609,1,1,1,1,1
G27000300506111,270030506111,G2700030050610,27003050610,1,1,1,1,1
G27000300506112,270030506112,G2700030050610,27003050610,1,1,1,1,1
G27000300506121,270030506121,G2700030050610,27003050610,1,1,1,1,1
G27000300506122,270030506122,G2700030050610,27003050610,1,1,1,1,1
G27000300507021,270030507021,G2700030050702,27003050702,1,1,1,1,1
G27000300507022,270030507022,G2700030050702,27003050702,1,1,1,1,1
G27000300507023,270030507023,G2700030050702,27003050702,1,1,1,1,1
G27000300507041,270030507041,G2700030050704,27003050704,1,1,1,1,1
G27000300507042,270030507042,G2700030050704,27003050704,1,1,1,1,1
G27000300507043,270030507043,G2700030050704,27003050704,1,1,1,1,1
G27000300507044,270030507044,G2700030050704,27003050704,1,1,1,1,1
G27000300507045,270030507045,G2700030050704,27003050704,1,1,1,1,1
G27000300507061,270030507061,G2700030050706,27003050706,1,1,1,1,1
G27000300507062,270030507062,G2700030050706,27003050706,1,1,1,1,1
G27000300507063,270030507063,G2700030050706,27003050706,1,1,1,1,1
G27000300507064,270030507064,G2700030050706,27003050706,1,1,1,1,1
G27000300507071,270030507071,G2700030050707,27003050707,1,1,1,1,1
G27000300507072,270030507072,G2700030050707,27003050707,1,1,1,1,0.996079894071
G27000300507072,270030507072,G2700030050208,27003050208,0,0,0,0,0.003920105929
G27000300507073,270030507073,G2700030050707,27003050707,1,1,1,1,1
G27000300507074,270030507074,G2700030050707,27003050707,1,1,1,1,1
G27000300507091,270030507091,G2700030050709,27003050709,1,1,1,1,0.998618630022
G27000300507091,270030507091,G2700030051101,27003051101,0,0,0,0,0.001381369978
G27000300507092,270030507092,G2700030050709,27003050709,1,1,1,1,0.959324870701
G27000300507092,270030507092,G2700030051101,27003051101,0,0,0,0,0.040675129299
G27000300507101,270030507101,G2700030050710,27003050710,1,1,1,1,1
G27000300507102,270030507102,G2700030050710,27003050710,1,1,1,1,1
G27000300507103,270030507103,G2700030050710,27003050710,1,1,1,1,1
G27000300507104,270030507104,G2700030050710,27003050710,1,1,1,1,1
G27000300507105,270030507105,G2700030050710,27003050710,1,1,1,1,1
G27000300507111,270030507111,G2700030050711,27003050711,1,1,1,1,1
G27000300507112,270030507112,G2700030050711,27003050711,1,1,1,1,1
G27000300507113,270030507113,G2700030050711,27003050711,1,1,1,1,1
G27000300507114,270030507114,G2700030050711,27003050711,1,1,1,1,1
G27000300507121,270030507121,G2700030050712,27003050712,1,1,1,1,1
G27000300507122,270030507122,G2700030050712,27003050712,1,1,1,1,1
G27000300507123,270030507123,G2700030050712,27003050712,1,1,1,1,1
G27000300507124,270030507124,G2700030050712,27003050712,1,1,1,1,1
G27000300508071,270030508071,G2700030050807,27003050807,1,1,1,1,1
G27000300508072,270030508072,G2700030050807,27003050807,1,1,1,1,1
G27000300508073,270030508073,G2700030050807,27003050807,1,1,1,1,1
G27000300508074,270030508074,G2700030050807,27003050807,1,1,1,1,1
G27000300508081,270030508081,G2700030050808,27003050808,1,1,1,1,1
G27000300508082,270030508082,G2700030050808,27003050808,1,1,1,1,1
G27000300508101,270030508101,G2700030050810,27003050810,1,1,1,1,1
G27000300508102,270030508102,G2700030050810,27003050810,1,1,1,1,1
G27000300508103,270030508103,G2700030050810,27003050810,1,1,1,1,1
G27000300508104,270030508104,G2700030050810,27003050810,1,1,1,1,1
G27000300508111,270030508111,G2700030050811,27003050811,1,1,1,1,1
G27000300508112,270030508112,G2700030050811,27003050811,1,1,1,1,1
G27000300508161,270030508161,G2700030050816,27003050816,0.999988529512,0.999988135331,0.999987795301,0.999988030978,0.999910433584
G27000300508161,270030508161,G2700030050901,27003050901,1.1470488e-5,1.1864669e-5,1.2204699e-5,1.1969022e-5,8.9566416e-5
G27000300508162,270030508162,G2700030050816,27003050816,1,1,1,1,0.999572600821
G27000300508162,270030508162,G2700030050229,27003050229,0,0,0,0,4.27399179e-4
G27000300508163,270030508163,G2700030050816,27003050816,1,1,1,1,1
G27000300508181,270030508181,G2700030050818,27003050818,0.940720998236,0.940393743689,0.932304829453,0.935828533397,0.994381101423
G27000300508181,270030508181,G2700030050819,27003050819,0.059279001764,0.059606256311,0.067695170547,0.064171466603,0.005618898577
G27000300508182,270030508182,G2700030050818,27003050818,1,1,1,1,1
G27000300508183,270030508183,G2700030050818,27003050818,1,1,1,1,1
G27000300508184,270030508184,G2700030050818,27003050818,1,1,1,1,1
G27000300508191,270030508191,G2700030050819,27003050819,1,1,1,1,1
G27000300508192,270030508192,G2700030050819,27003050819,1,1,1,1,1
G27000300508193,270030508193,G2700030050819,27003050819,1,1,1,1,1
G27000300508194,270030508194,G2700030050819,27003050819,1,1,1,1,1
G27000300508201,270030508201,G2700030050820,27003050820,1,1,1,1,1
G27000300508202,270030508202,G2700030050820,27003050820,1,1,1,1,1
G27000300508203,270030508203,G2700030050820,27003050820,1,1,1,1,1
G27000300508211,270030508211,G2700030050821,27003050821,1,1,1,1,1
G27000300508212,270030508212,G2700030050821,27003050821,1,1,1,1,1
G27000300508213,270030508213,G2700030050821,27003050821,1,1,1,1,1
G27000300508214,270030508214,G2700030050821,27003050821,1,1,1,1,1
G27000300508215,270030508215,G2700030050821,27003050821,1,1,1,1,1
G27000300508221,270030508221,G2700030050805,27003050805,1,1,1,1,0.990729753167
G27000300508221,270030508221,G2700030050820,27003050820,0,0,0,0,0.009270246833
G27000300508222,270030508222,G2700030050805,27003050805,1,1,1,1,1
G27000300508231,270030508231,G2700030050805,27003050805,1,1,1,1,1
G27000300508232,270030508232,G2700030050805,27003050805,1,1,1,1,0.99128209824
G27000300508232,270030508232,G2700030050806,27003050806,0,0,0,0,0.00871790176
G27000300508233,270030508233,G2700030050805,27003050805,1,1,1,1,0.997907276608
G27000300508233,270030508233,G2700030050806,27003050806,0,0,0,0,0.002092723392
G27000300508241,270030508241,G2700030050806,27003050806,1,1,1,1,1
G27000300508242,270030508242,G2700030050806,27003050806,1,1,1,1,1
G27000300508243,270030508243,G2700030050806,27003050806,1,1,1,1,1
G27000300508251,270030508251,G2700030050806,27003050806,1,1,1,1,1
G27000300508252,270030508252,G2700030050806,27003050806,1,1,1,1,1
G27000300508261,270030508261,G2700030050809,27003050809,1,1,1,1,1
G27000300508262,270030508262,G2700030050809,27003050809,1,1,1,1,1
G27000300508263,270030508263,G2700030050809,27003050809,1,1,1,1,1
G27000300508271,270030508271,G2700030050809,27003050809,1,1,1,1,1
G27000300508272,270030508272,G2700030050809,27003050809,1,1,1,1,1
G27000300508281,270030508281,G2700030050813,27003050813,0.998675773952,0.998522258419,0.998701490596,0.998729295936,0.998970716551
G27000300508281,270030508281,G2700030050902,27003050902,0.001324226048,0.001477741581,0.001298509404,0.001270704064,0.001029283449
G27000300508282,270030508282,G2700030050813,27003050813,1,1,1,1,1
G27000300508291,270030508291,G2700030050813,27003050813,1,1,1,1,1
G27000300508292,270030508292,G2700030050813,27003050813,1,1,1,1,1
G27000300508293,270030508293,G2700030050813,27003050813,1,1,1,1,1
G27000300508294,270030508294,G2700030050813,27003050813,1,1,1,1,1
G27000300509011,270030509011,G2700030050901,27003050901,1,1,1,1,0.99918484425
G27000300509011,270030509011,G2700030050813,27003050813,0,0,0,0,8.1515575e-4
G27000300509012,270030509012,G2700030050901,27003050901,0.988837850962,0.989302190214,0.989149810377,0.991215626926,0.900789362271
G27000300509012,270030509012,G2700030050813,27003050813,0.009217338713,0.008291763098,0.008635301305,0.006991187335,0.082182528188
G27000300509012,270030509012,G2700030050816,27003050816,0.001944810325,0.002406046688,0.002214888318,0.001793185739,0.017028109541
G27000300509021,270030509021,G2700030050902,27003050902,1,1,1,1,1
G27000300509022,270030509022,G2700030050902,27003050902,1,1,1,1,1
G27000300509023,270030509023,G2700030050902,27003050902,1,1,1,1,1
G27000300510011,270030510011,G2700030051001,27003051001,1,1,1,1,0.995914125548
G27000300510011,270030510011,G2700030051103,27003051103,0,0,0,0,0.004085874452
G27000300510012,270030510012,G2700030050811,27003050811,0.001516687523,0.001222643244,0,3.45838089e-4,8.92587165e-4
G27000300510012,270030510012,G2700030051001,27003051001,0.998483312477,0.998777356756,1,0.999654161911,0.999107412835
G27000300510021,270030510021,G2700030051002,27003051002,1,1,1,1,1
G27000300510022,270030510022,G2700030051002,27003051002,1,1,1,1,1
G27000300511011,270030511011,G2700030051101,27003051101,1,1,1,1,1
G27000300511012,270030511012,G2700030051101,27003051101,1,1,1,1,1
G27000300511013,270030511013,G2700030051101,27003051101,1,1,1,1,1
G27000300511014,270030511014,G2700030051101,27003051101,0.995461422088,0.997134670487,0.998161764706,0.998223801066,0.995905894165
G27000300511014,270030511014,G2700030050709,27003050709,0.004538577912,0.002865329513,0.001838235294,0.001776198934,0.004094105835
G27000300511021,270030511021,G2700030051102,27003051102,1,1,1,1,1
G27000300511022,270030511022,G2700030051102,27003051102,1,1,1,1,1
G27000300511023,270030511023,G2700030051102,27003051102,1,1,1,1,1
G27000300511024,270030511024,G2700030051102,27003051102,1,1,1,1,1
G27000300511031,270030511031,G2700030051103,27003051103,1,1,1,1,1
G27000300511032,270030511032,G2700030051103,27003051103,1,1,1,1,1
G27000300511033,270030511033,G2700030051103,27003051103,1,1,1,1,1
G27000300512011,270030512011,G2700030051201,27003051201,1,1,1,1,1
G27000300512012,270030512012,G2700030051201,27003051201,1,1,1,1,1
G27000300512013,270030512013,G2700030051201,27003051201,1,1,1,1,1
G27000300512021,270030512021,G2700030051202,27003051202,1,1,1,1,1
G27000300512022,270030512022,G2700030051202,27003051202,1,1,1,1,1
G27000300512031,270030512031,G2700030051203,27003051203,1,1,1,1,1
G27000300512032,270030512032,G2700030051203,27003051203,1,1,1,1,1
G27000300512033,270030512033,G2700030051203,27003051203,1,1,1,1,1
G27000300512034,270030512034,G2700030051203,27003051203,1,1,1,1,1
G27000300512061,270030512061,G2700030051206,27003051206,1,1,1,1,1
G27000300512062,270030512062,G2700030051206,27003051206,1,1,1,1,1
