id,1
1,195.0
2,139.0
3,137.0
4,438.0
5,549.0
6,193.0
7,96.0
8,45.0
9,231.0
10,435.0
11,250.0
12,184.0
13,236.0
14,251.0
15,146.0
16,310.0
17,95.0
18,133.0
19,245.0
20,52.0
21,261.0
22,27.0
23,12.0
24,94.0
25,18.0
26,27.0
27,37.0
28,66.0
29,166.0
30,179.0
31,108.0
32,128.0
33,95.0
34,99.0
35,84.0
36,116.0
37,124.0
38,263.0
39,462.0
40,291.0
41,119.0
42,305.0
43,153.0
44,148.0
45,99.0
46,109.0
47,218.0
48,47.0
49,4.0
50,12.0
51,176.0
52,80.0
53,1.0
54,1063.0
55,204.0
56,207.0
57,153.0
58,162.0
59,114.0
60,117.0
61,124.0
62,228.0
63,468.0
64,419.0
65,515.0
66,695.0
67,538.0
68,172.0
69,500.0
70,812.0
71,492.0
72,615.0
73,703.0
74,112.0
75,181.0
76,138.0
77,88.0
78,95.0
79,184.0
80,214.0
81,151.0
82,29.0
83,59.0
84,805.0
85,291.0
86,793.0
87,467.0
88,199.0
89,350.0
90,141.0
91,123.0
92,275.0
93,343.0
94,316.0
95,346.0
96,403.0
97,374.0
98,641.0
99,545.0
100,198.0
101,365.0
102,771.0
103,836.0
104,609.0
105,212.0
106,140.0
107,413.0
108,95.0
109,215.0
110,139.0
111,198.0
112,186.0
113,73.0
114,42.0
115,64.0
116,143.0
117,16.0
118,23.0
119,693.0
120,853.0
121,584.0
122,292.0
123,529.0
124,194.0
125,172.0
126,255.0
127,641.0
128,477.0
129,331.0
130,692.0
131,629.0
132,479.0
133,682.0
134,1021.0
135,641.0
136,324.0
137,274.0
138,322.0
139,271.0
140,287.0
141,257.0
142,655.0
143,294.0
144,213.0
145,128.0
146,400.0
147,315.0
148,65.0
149,5.0
150,115.0
151,320.0
152,1195.0
153,931.0
154,743.0
155,319.0
156,939.0
157,470.0
158,562.0
159,369.0
160,677.0
161,681.0
162,546.0
163,843.0
164,1159.0
165,601.0
166,620.0
167,285.0
168,378.0
169,740.0
170,251.0
171,126.0
172,288.0
173,229.0
174,61.0
175,297.0
176,191.0
177,208.0
178,252.0
179,570.0
180,1249.0
181,14.0
182,7.0
183,7.0
184,98.0
185,264.0
186,1281.0
187,768.0
188,852.0
189,460.0
190,308.0
191,205.0
192,378.0
193,647.0
194,693.0
195,521.0
196,902.0
197,1219.0
198,872.0
199,645.0
200,154.0
201,904.0
202,591.0
203,395.0
204,441.0
205,249.0
206,211.0
207,192.0
208,46.0
209,22.0
210,380.0
211,597.0
212,606.0
213,1055.0
214,42.0
215,44.0
216,181.0
217,225.0
218,403.0
219,735.0
220,1097.0
221,1195.0
222,1175.0
223,339.0
224,228.0
225,392.0
226,779.0
227,717.0
228,970.0
229,727.0
230,1021.0
231,1114.0
232,1017.0
233,697.0
234,735.0
235,97.0
236,313.0
237,455.0
238,323.0
239,18.0
240,179.0
241,115.0
242,103.0
243,130.0
244,251.0
245,177.0
246,1039.0
247,73.0
248,126.0
249,113.0
250,122.0
251,216.0
252,79.0
253,255.0
254,202.0
255,809.0
256,483.0
257,847.0
258,1391.0
259,796.0
260,250.0
261,712.0
262,904.0
263,797.0
264,968.0
265,1122.0
266,1772.0
267,1057.0
268,990.0
269,698.0
270,550.0
271,462.0
272,115.0
273,493.0
274,122.0
275,40.0
276,231.0
277,214.0
278,478.0
279,996.0
280,797.0
281,1154.0
282,799.0
283,108.0
284,150.0
285,377.0
286,338.0
287,152.0
288,259.0
289,262.0
290,230.0
291,490.0
292,569.0
293,1061.0
294,1061.0
295,449.0
296,583.0
297,677.0
298,865.0
299,854.0
300,864.0
301,1086.0
302,941.0
303,770.0
304,1167.0
305,1007.0
306,1046.0
307,1107.0
308,602.0
309,253.0
310,533.0
311,394.0
312,827.0
313,334.0
314,504.0
315,945.0
316,1109.0
317,188.0
318,153.0
319,255.0
320,431.0
321,345.0
322,228.0
323,155.0
324,369.0
325,309.0
326,435.0
327,459.0
328,653.0
329,1239.0
330,569.0
331,672.0
332,657.0
333,392.0
334,752.0
335,1102.0
336,1146.0
337,860.0
338,846.0
339,1391.0
340,1376.0
341,1449.0
342,1398.0
343,1169.0
344,780.0
345,676.0
346,582.0
347,326.0
348,384.0
349,459.0
350,530.0
351,494.0
352,35.0
353,156.0
354,302.0
355,379.0
356,560.0
357,331.0
358,349.0
359,299.0
360,639.0
361,379.0
362,257.0
363,508.0
364,989.0
365,1090.0
366,1015.0
367,771.0
368,691.0
369,934.0
370,1171.0
371,1163.0
372,1313.0
373,1167.0
374,1106.0
375,985.0
376,1202.0
377,1396.0
378,1305.0
379,1056.0
380,1141.0
381,849.0
382,599.0
383,320.0
384,732.0
385,180.0
386,544.0
387,494.0
388,118.0
389,577.0
390,194.0
391,246.0
392,331.0
393,355.0
394,462.0
395,535.0
396,379.0
397,628.0
398,813.0
399,1031.0
400,1141.0
401,1098.0
402,1261.0
403,661.0
404,1300.0
405,1196.0
406,1262.0
407,1016.0
408,828.0
409,955.0
410,1112.0
411,1004.0
412,1131.0
413,924.0
414,1169.0
415,1307.0
416,947.0
417,723.0
418,1047.0
419,598.0
420,62.0
421,386.0
422,657.0
423,
424,437.0
425,560.0
426,440.0
427,204.0
428,317.0
429,300.0
430,326.0
431,572.0
432,516.0
433,603.0
434,812.0
435,877.0
436,856.0
437,836.0
438,1050.0
439,998.0
440,686.0
